test01,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
13,26,0.842,1.065,0.662,1.023,0.783,1.058,0.633,1.042,0.991,1.062,0.806,3.588,0.982,1.055,0.813,3.521
16,26,0.848,1.067,0.656,1.415,0.824,1.063,0.65,1.549,0.975,1.057,0.811,4.225,0.979,1.062,0.804,4.19
test27,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,27,0.855,1.066,0.656,0.269,0.917,1.068,0.703,0.467,0.962,1.107,0.753,4.941,0.962,1.107,0.753,4.888
4,27,0.775,1.052,0.669,0.441,0.87,1.059,0.683,0.483,0.977,1.112,0.752,6.158,0.977,1.112,0.752,6.492
7,27,0.786,1.055,0.691,0.753,0.864,1.056,0.708,0.63,0.988,1.058,0.817,2.731,0.976,1.055,0.785,1.139
10,27,0.879,1.063,0.731,0.907,0.914,1.063,0.739,0.894,0.992,1.062,0.81,3.074,0.987,1.061,0.812,3.047
13,27,0.855,1.061,0.709,0.942,0.885,1.063,0.697,1.033,0.998,1.06,0.802,3.624,0.982,1.057,0.811,3.593
16,27,0.885,1.06,0.721,1.535,0.913,1.066,0.699,1.428,0.953,1.056,0.757,4.374,0.966,1.053,0.806,4.212
test28,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,28,0.467,1.035,0.432,0.255,0.486,1.041,0.427,0.237,0.597,1.111,0.391,5.738,0.597,1.111,0.391,5.86
4,28,0.453,1.011,0.491,0.536,0.449,1.004,0.515,0.611,0.929,1.115,0.743,6.443,0.929,1.115,0.743,6.423
7,28,0.45,1.012,0.484,0.78,0.462,1.001,0.522,0.576,0.932,1.06,0.8,2.705,0.926,1.071,0.777,2.25
10,28,0.526,1.023,0.49,1.056,0.59,1.019,0.539,1.062,0.942,1.065,0.818,3.031,0.97,1.063,0.829,2.988
13,28,0.608,1.028,0.519,1.372,0.579,1.024,0.482,1.327,0.936,1.066,0.795,3.598,0.964,1.07,0.805,3.507
16,28,0.652,1.039,0.513,1.672,0.604,1.028,0.469,1.551,0.921,1.065,0.813,4.037,0.931,1.067,0.81,4.145
test29,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,29,0.645,1.048,0.483,0.281,0.644,1.046,0.475,0.278,0.84,1.114,0.603,5.481,0.84,1.114,0.603,5.591
4,29,0.611,1.021,0.524,0.617,0.655,1.027,0.572,0.622,0.984,1.115,0.747,6.265,0.984,1.115,0.747,6.246
7,29,0.663,1.029,0.585,0.825,0.687,1.047,0.63,0.756,0.918,1.053,0.798,2.741,0.934,1.077,0.814,2.698
10,29,0.643,1.041,0.521,0.922,0.692,1.056,0.629,0.83,0.931,1.054,0.818,3.076,0.938,1.068,0.816,3.067
13,29,0.715,1.055,0.564,1.383,0.728,1.056,0.628,1.137,0.945,1.071,0.81,3.639,0.939,1.047,0.821,3.501
16,29,0.777,1.061,0.618,1.524,0.701,1.055,0.588,1.52,0.94,1.068,0.795,4.274,0.936,1.063,0.807,4.198
test30,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,30,0.795,1.07,0.65,0.283,0.795,1.072,0.649,0.341,0.843,1.123,0.698,5.159,0.843,1.123,0.698,5.168
4,30,0.845,1.073,0.726,0.513,0.772,1.066,0.679,0.613,0.858,1.128,0.704,6.885,0.858,1.128,0.704,6.669
7,30,0.828,1.076,0.705,0.692,0.796,1.067,0.667,0.594,0.843,1.076,0.766,2.921,0.83,1.053,0.791,2.853
10,30,0.78,1.07,0.665,1.26,0.78,1.067,0.645,1.214,0.87,1.069,0.777,3.453,0.843,1.067,0.781,3.302
13,30,0.788,1.072,0.636,1.157,0.774,1.073,0.642,1.262,0.865,1.079,0.767,3.786,0.83,1.062,0.762,3.956
16,30,0.796,1.078,0.657,1.55,0.796,1.073,0.64,1.29,0.888,1.056,0.762,4.593,0.831,1.059,0.752,4.935
test31,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,31,0.521,1.047,0.428,0.253,0.517,1.045,0.427,0.242,0.567,1.113,0.383,5.803,0.567,1.113,0.383,5.771
4,31,0.699,1.031,0.607,0.622,0.584,1.011,0.621,0.556,0.935,1.111,0.752,6.373,0.935,1.111,0.752,6.395
7,31,0.711,1.042,0.653,0.837,0.536,1.008,0.572,0.804,0.877,1.053,0.715,2.329,0.904,1.047,0.755,2.932
10,31,0.67,1.035,0.614,1.081,0.509,1.012,0.507,0.905,0.781,1.047,0.802,3.36,0.631,1,0.759,3.566
13,31,0.697,1.041,0.621,1.141,0.551,1.022,0.552,1.364,0.754,1.034,0.808,3.609,0.897,1.038,0.807,3.658
16,31,0.736,1.046,0.623,1.449,0.617,1.037,0.624,1.66,0.806,1.039,0.814,4.257,0.92,1.052,0.801,4.229
test32,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,32,0.778,1.057,0.621,0.407,0.748,1.056,0.619,0.272,0.874,1.108,0.696,4.999,0.874,1.108,0.696,4.955
4,32,0.792,1.038,0.64,0.616,0.918,1.053,0.764,0.558,0.98,1.115,0.755,6.454,0.98,1.115,0.755,6.864
7,32,0.919,1.055,0.686,0.835,0.906,1.06,0.732,0.655,0.994,1.061,0.824,2.89,0.999,1.063,0.851,2.625
10,32,0.963,1.069,0.729,0.825,0.909,1.062,0.727,0.85,0.999,1.073,0.826,2.977,1,1.068,0.82,2.948
13,32,0.967,1.071,0.729,1.023,0.912,1.062,0.726,0.976,1,1.075,0.825,3.479,0.956,1.059,0.815,3.929
16,32,0.949,1.066,0.707,1.4,0.892,1.059,0.692,1.299,0.992,1.072,0.816,4.188,0.889,1.023,0.82,4.226
test33,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,33,0.363,1.025,0.376,0.221,0.397,1.029,0.372,0.259,0.387,1.111,0.323,7.733,0.387,1.111,0.323,6.191
4,33,0.367,0.992,0.494,0.528,0.379,1,0.459,0.439,0.407,1.115,0.315,9.372,0.407,1.115,0.315,8.767
7,33,0.347,0.985,0.43,0.742,0.396,0.99,0.499,0.602,0.495,1.022,0.504,3.31,0.431,1.002,0.455,2.834
10,33,0.389,0.995,0.426,0.993,0.401,0.992,0.435,0.981,0.585,1.005,0.688,3.363,0.669,1.033,0.768,4.421
13,33,0.43,1.003,0.441,1.118,0.373,0.992,0.435,1.124,0.708,1.017,0.691,4.483,0.685,1.052,0.797,5.01
16,33,0.45,1.011,0.437,1.525,0.355,0.995,0.383,1.867,0.775,1.037,0.8,5.935,0.664,1.047,0.786,5.505
test34,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,34,0.352,1.022,0.404,0.258,0.351,1.021,0.416,0.213,0.36,1.111,0.31,5.69,0.36,1.111,0.31,6.037
4,34,0.31,0.982,0.458,0.416,0.321,0.981,0.442,0.462,0.339,1.111,0.293,8.409,0.339,1.111,0.293,8.857
7,34,0.304,0.976,0.449,0.575,0.32,0.973,0.425,0.982,0.41,1.01,0.459,3.319,0.402,0.994,0.432,2.85
10,34,0.272,0.975,0.396,0.933,0.274,0.967,0.428,0.673,0.228,0.927,0.573,3.358,0.515,1.004,0.744,3.355
13,34,0.276,0.979,0.39,1.177,0.274,0.973,0.432,1.121,0.277,0.933,0.462,3.932,0.502,1.004,0.724,3.901
16,34,0.274,0.975,0.388,1.417,0.28,0.972,0.392,1.684,0.382,0.964,0.565,5.693,0.482,0.994,0.78,4.963
test35,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,35,0.671,1.058,0.534,0.27,0.715,1.056,0.558,0.337,0.923,1.12,0.692,5.654,0.923,1.12,0.692,5.658
4,35,0.795,1.048,0.668,0.745,0.805,1.048,0.649,0.59,0.912,1.116,0.737,7.052,0.912,1.116,0.737,7.815
7,35,0.822,1.052,0.685,1.013,0.781,1.041,0.642,0.793,0.929,1.062,0.802,3.053,0.933,1.062,0.805,2.69
10,35,0.877,1.062,0.709,0.951,0.79,1.043,0.613,1.156,0.93,1.048,0.791,3.15,0.941,1.058,0.8,3.072
13,35,0.88,1.061,0.72,1.238,0.804,1.043,0.649,1.351,0.938,1.061,0.804,3.667,0.991,1.068,0.809,3.582
16,35,0.875,1.066,0.699,1.622,0.85,1.059,0.679,1.316,0.905,1.05,0.811,4.458,0.976,1.064,0.811,4.595
test36,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,36,0.379,1.035,0.407,0.233,0.356,1.033,0.411,0.24,0.437,1.117,0.351,6.247,0.437,1.117,0.351,6.38
4,36,0.359,1.009,0.419,0.443,0.429,1.011,0.521,0.497,0.762,1.122,0.61,8.18,0.762,1.122,0.61,8.114
7,36,0.348,1.01,0.456,0.657,0.443,1.017,0.52,0.76,0.781,1.068,0.727,2.923,0.808,1.058,0.744,3.45
10,36,0.399,1.013,0.455,1.06,0.444,1.023,0.51,1.025,0.759,1.054,0.782,4.42,0.804,1.053,0.775,4.67
13,36,0.449,1.021,0.561,1.367,0.518,1.036,0.568,1.41,0.757,1.054,0.764,4.534,0.762,1.052,0.75,4.058
16,36,0.54,1.038,0.599,1.705,0.56,1.042,0.536,1.716,0.454,0.963,0.762,5.165,0.785,1.056,0.744,4.826
test37,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,37,0.644,1.065,0.516,0.283,0.635,1.066,0.517,0.208,0.78,1.119,0.547,5.913,0.78,1.119,0.547,5.671
4,37,0.687,1.047,0.57,0.544,0.697,1.039,0.632,0.528,0.914,1.112,0.72,6.833,0.914,1.112,0.72,6.783
7,37,0.73,1.051,0.614,0.755,0.685,1.04,0.611,0.703,0.99,1.063,0.826,2.676,0.996,1.074,0.819,2.735
10,37,0.676,1.045,0.591,1.019,0.682,1.045,0.576,1,0.943,1.067,0.82,3.178,0.959,1.071,0.824,3.079
13,37,0.69,1.049,0.557,1.265,0.742,1.053,0.605,1.268,0.913,1.05,0.813,3.691,0.95,1.063,0.821,3.526
16,37,0.789,1.056,0.608,1.673,0.761,1.057,0.622,1.598,0.92,1.057,0.8,4.804,0.966,1.052,0.814,4.203
test38,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,38,0.986,1.076,0.775,0.353,0.975,1.078,0.767,0.357,0.997,1.116,0.77,3.461,0.997,1.116,0.77,3.486
4,38,0.973,1.07,0.746,0.493,0.963,1.071,0.755,0.437,0.996,1.114,0.764,6.54,0.996,1.114,0.764,5.825
7,38,0.956,1.072,0.721,0.679,0.929,1.067,0.708,0.691,0.989,1.067,0.814,2.655,0.988,1.063,0.819,2.663
10,38,0.969,1.076,0.736,0.757,0.965,1.074,0.751,0.817,0.949,1.05,0.799,3.187,0.99,1.058,0.813,3.074
13,38,0.953,1.068,0.721,1.163,0.96,1.069,0.719,1.248,0.99,1.054,0.803,3.655,0.99,1.058,0.796,3.612
16,38,0.965,1.072,0.723,1.502,0.965,1.072,0.721,1.263,0.999,1.069,0.801,4.274,0.991,1.066,0.803,4.19
test39,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,39,0.966,1.066,0.752,0.34,0.952,1.069,0.731,0.363,0.987,1.113,0.753,4.716,0.987,1.113,0.753,4.98
4,39,0.961,1.06,0.74,0.532,0.941,1.062,0.716,0.521,0.993,1.111,0.758,6.963,0.993,1.111,0.758,6.265
7,39,0.923,1.059,0.697,0.6,0.9,1.061,0.663,0.592,0.965,1.056,0.772,2.791,0.985,1.061,0.806,2.861
10,39,0.965,1.064,0.724,0.977,0.918,1.061,0.7,0.976,0.978,1.055,0.814,3.356,0.99,1.057,0.815,3.213
13,39,0.965,1.067,0.724,1.069,0.939,1.068,0.69,0.961,0.974,1.059,0.801,3.649,0.991,1.064,0.81,3.612
16,39,0.961,1.064,0.717,1.391,0.969,1.069,0.721,1.642,0.991,1.053,0.803,4.311,0.991,1.063,0.797,4.338
test40,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,40,0.891,1.064,0.694,0.283,0.89,1.056,0.699,0.305,0.956,1.11,0.747,4.964,0.956,1.11,0.747,4.983
4,40,0.94,1.063,0.768,0.535,0.824,1.05,0.687,0.576,0.963,1.114,0.747,6.334,0.963,1.114,0.747,6.755
7,40,0.863,1.056,0.698,0.694,0.892,1.063,0.727,0.836,0.952,1.061,0.788,2.774,0.958,1.058,0.806,2.693
10,40,0.812,1.049,0.661,0.922,0.836,1.058,0.673,0.85,0.944,1.059,0.783,3.265,0.927,1.06,0.791,3.2
13,40,0.847,1.049,0.685,1.33,0.852,1.053,0.666,1.241,0.956,1.056,0.801,3.738,0.955,1.056,0.801,3.713
16,40,0.89,1.056,0.669,1.555,0.86,1.057,0.685,1.416,0.963,1.056,0.8,4.336,0.951,1.057,0.797,4.344
test41,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,41,0.769,1.057,0.613,0.343,0.808,1.063,0.614,0.346,0.942,1.104,0.721,5.152,0.942,1.104,0.721,5.145
4,41,0.748,1.046,0.622,0.572,0.753,1.046,0.635,0.577,0.927,1.111,0.713,6.793,0.927,1.111,0.713,6.676
7,41,0.794,1.051,0.614,0.661,0.795,1.05,0.675,0.697,0.922,1.058,0.807,2.885,0.923,1.06,0.803,2.76
10,41,0.77,1.047,0.669,1.054,0.763,1.048,0.625,0.975,0.853,1.052,0.818,2.951,0.805,1.047,0.787,3.071
13,41,0.793,1.045,0.626,1.182,0.811,1.05,0.629,1.107,0.816,1.043,0.805,3.588,0.811,1.04,0.802,3.632
16,41,0.797,1.049,0.612,1.429,0.771,1.052,0.571,1.395,0.875,1.042,0.792,4.247,0.839,1.034,0.807,4.283
test42,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,42,0.433,1.044,0.407,0.213,0.447,1.038,0.424,0.248,0.438,1.109,0.344,4.52,0.438,1.109,0.344,4.437
4,42,0.452,1.009,0.521,0.439,0.481,1.012,0.533,0.488,0.487,1.115,0.341,8.065,0.487,1.115,0.341,7.988
7,42,0.442,1.011,0.499,1.145,0.484,1.015,0.495,0.943,0.709,1.042,0.619,3.56,0.627,1.047,0.519,2.876
10,42,0.409,1.008,0.494,1.026,0.596,1.03,0.495,1.17,0.864,1.052,0.775,3.252,0.753,1.032,0.749,3.337
13,42,0.425,1.012,0.472,1.358,0.656,1.037,0.539,1.358,0.852,1.054,0.78,3.684,0.742,1.034,0.783,3.836
16,42,0.486,1.022,0.487,1.681,0.815,1.056,0.625,1.805,0.935,1.059,0.791,4.854,0.763,1.041,0.797,4.605
test43,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,43,0.545,1.044,0.441,0.3,0.545,1.046,0.448,0.275,0.673,1.118,0.445,7.661,0.673,1.118,0.445,6.091
4,43,0.511,1.019,0.501,0.498,0.551,1.022,0.534,0.619,0.919,1.117,0.703,7.139,0.919,1.117,0.703,7.495
7,43,0.528,1.027,0.536,0.904,0.64,1.034,0.618,0.8,0.888,1.061,0.765,2.812,0.902,1.061,0.791,2.82
10,43,0.586,1.036,0.55,0.987,0.691,1.043,0.636,0.989,0.887,1.056,0.798,3.28,0.906,1.057,0.809,3.621
13,43,0.621,1.041,0.605,1.35,0.712,1.048,0.616,1.241,0.887,1.049,0.8,3.739,0.872,1.049,0.8,3.69
16,43,0.653,1.043,0.627,1.788,0.703,1.046,0.617,1.615,0.852,1.046,0.805,4.474,0.904,1.063,0.824,4.255
test44,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,44,0.877,1.074,0.683,0.329,0.866,1.076,0.669,0.315,0.948,1.118,0.752,5.066,0.948,1.118,0.752,5.13
4,44,0.873,1.066,0.671,0.474,0.881,1.069,0.692,0.588,0.955,1.12,0.748,6.444,0.955,1.12,0.748,6.503
7,44,0.898,1.064,0.707,0.685,0.832,1.063,0.658,0.642,0.963,1.073,0.804,2.748,0.971,1.063,0.808,2.807
10,44,0.909,1.066,0.699,1.062,0.826,1.056,0.646,1.054,0.96,1.065,0.814,3.059,0.962,1.065,0.808,3.049
13,44,0.867,1.065,0.649,1.331,0.808,1.062,0.613,1.3,0.962,1.065,0.796,4.074,0.964,1.065,0.819,3.988
16,44,0.869,1.064,0.661,1.869,0.818,1.06,0.61,1.605,0.975,1.063,0.8,6.739,0.966,1.058,0.806,4.956
test45,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,45,0.959,1.078,0.771,0.418,0.959,1.076,0.783,0.383,0.962,1.111,0.772,4.981,0.962,1.111,0.772,5.028
4,45,0.96,1.077,0.777,0.637,0.962,1.082,0.771,0.768,0.965,1.114,0.768,8.419,0.965,1.114,0.768,6.217
7,45,0.923,1.067,0.755,0.851,0.955,1.077,0.756,0.728,0.968,1.065,0.826,2.788,0.969,1.061,0.813,2.238
10,45,0.858,1.066,0.724,0.955,0.96,1.08,0.755,1.015,0.941,1.066,0.814,3.21,0.922,1.054,0.8,3.303
13,45,0.904,1.07,0.744,1.18,0.963,1.077,0.754,1.206,0.94,1.06,0.815,3.743,0.932,1.064,0.811,3.743
16,45,0.902,1.066,0.742,1.595,0.964,1.076,0.748,1.349,0.944,1.061,0.809,4.385,0.962,1.057,0.801,4.468
test46,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,46,0.607,1.046,0.462,0.291,0.556,1.04,0.447,0.269,0.8,1.105,0.557,5.745,0.8,1.105,0.557,5.771
4,46,0.704,1.04,0.591,0.566,0.581,1.014,0.6,0.547,0.966,1.108,0.767,6.173,0.966,1.108,0.767,6.484
7,46,0.773,1.046,0.619,0.815,0.63,1.022,0.625,0.784,0.992,1.059,0.818,2.907,0.991,1.06,0.811,2.948
10,46,0.789,1.044,0.655,1.126,0.715,1.034,0.609,1.132,0.993,1.054,0.814,3.296,0.98,1.061,0.828,3.138
13,46,0.818,1.049,0.651,1.401,0.725,1.044,0.603,1.216,0.973,1.055,0.818,3.747,0.937,1.051,0.812,3.811
16,46,0.772,1.051,0.599,1.747,0.72,1.046,0.586,1.387,0.982,1.061,0.805,4.513,0.936,1.054,0.807,4.453
test47,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,47,0.719,1.067,0.559,0.298,0.669,1.061,0.565,0.295,0.865,1.119,0.641,5.692,0.865,1.119,0.641,5.661
4,47,0.747,1.054,0.618,0.666,0.625,1.048,0.589,0.459,0.926,1.116,0.694,7.556,0.926,1.116,0.694,7.955
7,47,0.767,1.056,0.601,0.82,0.628,1.045,0.599,0.855,0.957,1.061,0.768,2.37,0.968,1.07,0.768,2.964
10,47,0.781,1.066,0.603,1.043,0.676,1.051,0.634,0.962,0.939,1.053,0.794,3.435,0.957,1.062,0.802,3.261
13,47,0.756,1.063,0.594,1.111,0.701,1.056,0.635,1.298,0.936,1.051,0.801,4,0.956,1.059,0.802,3.881
16,47,0.748,1.061,0.59,1.502,0.728,1.061,0.603,1.47,0.906,1.049,0.78,4.625,0.959,1.053,0.811,4.475
test48,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,48,0.426,1.029,0.407,0.258,0.46,1.031,0.408,0.229,0.435,1.104,0.33,6.304,0.435,1.104,0.33,6.319
4,48,0.422,1.006,0.521,0.67,0.446,1.002,0.546,0.583,0.614,1.112,0.422,8.393,0.614,1.112,0.422,8.5
7,48,0.446,1.005,0.542,0.762,0.412,0.999,0.565,0.679,0.904,1.05,0.788,2.868,0.864,1.048,0.746,2.994
10,48,0.513,1.005,0.624,1.093,0.444,1.003,0.515,0.869,0.906,1.064,0.821,3.182,0.896,1.048,0.809,3.27
13,48,0.637,1.021,0.64,1.402,0.576,1.016,0.552,1.394,0.914,1.056,0.807,3.88,0.905,1.059,0.809,3.824
16,48,0.662,1.033,0.618,1.727,0.617,1.03,0.597,1.461,0.863,1.036,0.786,4.795,0.912,1.05,0.8,4.442
test49,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,49,0.958,1.082,0.765,0.416,0.96,1.079,0.786,0.381,0.991,1.11,0.776,4.751,0.991,1.11,0.776,4.705
4,49,0.961,1.073,0.762,0.555,0.954,1.076,0.748,0.514,0.986,1.112,0.765,6.405,0.986,1.112,0.765,6.375
7,49,0.964,1.075,0.749,0.715,0.907,1.07,0.723,0.601,0.925,1.061,0.765,2.939,0.99,1.059,0.81,2.812
10,49,0.911,1.068,0.705,0.963,0.892,1.066,0.751,0.954,0.97,1.068,0.802,3.251,0.968,1.06,0.82,3.181
13,49,0.959,1.072,0.734,1.212,0.898,1.063,0.703,1.184,0.971,1.064,0.81,3.864,0.981,1.064,0.815,3.852
16,49,0.909,1.063,0.709,1.591,0.86,1.053,0.708,1.505,0.931,1.052,0.79,4.545,0.976,1.047,0.811,4.403
test50,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,50,0.217,1.01,0.345,0.24,0.206,1.009,0.345,0.223,0.26,1.091,0.288,3.788,0.26,1.091,0.288,3.841
4,50,0.202,0.971,0.458,0.471,0.199,0.968,0.456,0.503,0.278,1.092,0.28,7.143,0.278,1.092,0.28,7.133
7,50,0.202,0.966,0.463,0.609,0.205,0.965,0.443,0.707,0.191,0.964,0.362,1.786,0.188,0.95,0.362,0.54
10,50,0.196,0.959,0.499,0.925,0.206,0.964,0.41,0.804,0.159,0.882,0.446,3.78,0.183,0.892,0.402,3.826
13,50,0.222,0.965,0.421,1.168,0.212,0.963,0.379,0.904,0.161,0.875,0.415,4.355,0.18,0.893,0.482,4.266
16,50,0.217,0.969,0.375,1.249,0.199,0.966,0.374,1.238,0.156,0.87,0.36,5.654,0.167,0.877,0.349,5.706
overall mean,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,  all,0.657,1.052,0.549,0.415,0.66,1.053,0.552,0.387,0.753,1.113,0.577,7.154,0.753,1.113,0.577,7.154
2,  all,0.666,1.042,0.585,0.566,0.666,1.042,0.582,0.526,0.806,1.113,0.627,7.673,0.806,1.113,0.627,7.681
3,  all,0.67,1.037,0.598,0.651,0.665,1.036,0.605,0.692,0.829,1.114,0.652,8.342,0.829,1.114,0.652,8.347
4,  all,0.673,1.036,0.609,0.746,0.669,1.035,0.611,0.749,0.839,1.114,0.663,9.585,0.839,1.114,0.663,9.27
5,  all,0.681,1.036,0.618,0.854,0.671,1.035,0.614,0.825,0.854,1.115,0.671,10.058,0.854,1.115,0.671,10.23
6,  all,0.679,1.037,0.613,0.981,0.673,1.036,0.614,0.908,0.863,1.115,0.678,11.047,0.863,1.115,0.678,10.935
7,  all,0.679,1.037,0.61,1.053,0.672,1.036,0.61,1.016,0.853,1.052,0.744,3.778,0.853,1.052,0.74,3.645
8,  all,0.683,1.038,0.607,1.159,0.678,1.037,0.606,1.143,0.85,1.045,0.764,4.163,0.856,1.047,0.762,4.103
9,  all,0.685,1.038,0.608,1.231,0.683,1.038,0.609,1.254,0.848,1.043,0.771,4.289,0.851,1.044,0.769,4.33
10,  all,0.691,1.039,0.611,1.366,0.694,1.04,0.612,1.375,0.849,1.044,0.772,4.567,0.85,1.044,0.773,4.537
11,  all,0.696,1.041,0.607,1.444,0.7,1.042,0.611,1.474,0.853,1.045,0.774,4.697,0.857,1.045,0.775,4.748
12,  all,0.707,1.042,0.609,1.584,0.707,1.043,0.609,1.557,0.856,1.044,0.777,5.04,0.86,1.045,0.778,5.212
13,  all,0.712,1.043,0.609,1.85,0.711,1.044,0.606,1.761,0.861,1.046,0.774,5.647,0.863,1.046,0.778,5.471
14,  all,0.721,1.045,0.611,1.932,0.719,1.045,0.609,1.897,0.865,1.047,0.775,5.742,0.862,1.045,0.776,5.543
15,  all,0.723,1.045,0.61,2.059,0.724,1.046,0.609,2.022,0.864,1.047,0.774,5.932,0.863,1.047,0.777,5.673
16,  all,0.731,1.047,0.612,2.06,0.726,1.047,0.608,2.006,0.86,1.044,0.772,6.212,0.866,1.045,0.776,5.987
