test01,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,27,0.548,1.054,0.457,0.203,0.567,1.053,0.454,0.232,0.659,1.121,0.446,5.762,0.659,1.121,0.446,6.145
4,27,0.6,1.031,0.593,0.488,0.651,1.03,0.625,0.548,0.841,1.119,0.699,7.317,0.841,1.119,0.699,6.339
7,27,0.774,1.05,0.695,0.777,0.745,1.049,0.645,0.75,0.86,1.048,0.811,2.621,0.866,1.062,0.798,2.656
10,27,0.847,1.061,0.737,0.92,0.824,1.056,0.674,1.027,0.865,1.058,0.811,2.906,0.881,1.053,0.83,2.878
13,27,0.838,1.064,0.71,1.176,0.846,1.06,0.695,1.175,0.886,1.061,0.795,3.619,0.882,1.056,0.813,3.385
16,27,0.857,1.065,0.7,1.469,0.876,1.061,0.7,1.354,0.883,1.063,0.796,4.034,0.875,1.048,0.804,4.008
test28,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,28,0.679,1.048,0.546,0.262,0.689,1.051,0.574,0.31,0.808,1.104,0.633,4.942,0.808,1.104,0.633,4.887
4,28,0.795,1.046,0.759,0.569,0.88,1.056,0.785,0.586,0.955,1.105,0.771,6.34,0.955,1.105,0.771,6.453
7,28,0.867,1.058,0.724,0.757,0.899,1.063,0.767,0.771,0.988,1.066,0.829,2.515,0.99,1.05,0.817,2.524
10,28,0.864,1.062,0.729,0.871,0.909,1.06,0.758,0.916,0.971,1.068,0.815,2.838,0.989,1.065,0.808,2.911
13,28,0.879,1.06,0.725,1.012,0.919,1.064,0.747,1.08,0.974,1.06,0.817,3.403,0.991,1.06,0.807,3.467
16,28,0.853,1.059,0.713,1.34,0.887,1.064,0.714,1.117,0.944,1.062,0.805,4.057,0.959,1.066,0.794,4.12
test29,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,29,0.767,1.053,0.565,0.333,0.739,1.055,0.617,0.381,0.933,1.105,0.719,4.727,0.933,1.105,0.719,4.713
4,29,0.82,1.042,0.682,0.519,0.836,1.052,0.724,0.545,0.931,1.102,0.778,5.543,0.931,1.102,0.778,5.645
7,29,0.856,1.052,0.737,0.69,0.854,1.058,0.736,0.687,0.94,1.057,0.812,3.169,0.945,1.063,0.8,2.768
10,29,0.793,1.046,0.721,1.006,0.732,1.045,0.651,0.851,0.913,1.055,0.783,2.99,0.86,1.055,0.811,2.998
13,29,0.847,1.05,0.705,1.195,0.766,1.049,0.718,1.19,0.922,1.06,0.821,3.418,0.857,1.044,0.816,3.437
16,29,0.803,1.047,0.671,1.46,0.82,1.056,0.702,1.353,0.88,1.04,0.804,4.07,0.837,1.045,0.803,4.125
test30,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,30,0.477,1.007,0.4,0.272,0.5,1.011,0.402,0.232,0.828,1.098,0.65,5.224,0.828,1.098,0.65,5.301
4,30,0.676,1.004,0.596,0.47,0.67,0.998,0.572,0.58,0.918,1.105,0.761,6.326,0.918,1.105,0.761,5.831
7,30,0.783,1.024,0.685,0.793,0.82,1.032,0.617,0.73,0.927,1.055,0.806,2.158,0.926,1.052,0.812,2.569
10,30,0.782,1.03,0.652,0.861,0.837,1.041,0.647,1.006,0.916,1.056,0.811,2.929,0.942,1.056,0.808,2.986
13,30,0.869,1.043,0.681,1.278,0.839,1.047,0.651,1.182,0.922,1.052,0.813,3.431,0.94,1.054,0.823,3.424
16,30,0.909,1.058,0.683,1.622,0.889,1.055,0.675,1.27,0.904,1.064,0.805,3.961,0.951,1.06,0.8,4.069
test31,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,31,0.909,1.072,0.747,0.291,0.857,1.072,0.7,0.287,0.986,1.113,0.754,4.751,0.986,1.113,0.754,4.783
4,31,0.852,1.068,0.693,0.504,0.875,1.069,0.75,0.553,0.985,1.118,0.757,6.735,0.985,1.118,0.757,5.859
7,31,0.83,1.062,0.687,0.723,0.846,1.068,0.703,0.635,0.985,1.069,0.806,2.577,0.986,1.054,0.804,2.621
10,31,0.849,1.063,0.681,0.923,0.871,1.07,0.694,0.938,0.983,1.064,0.812,2.929,0.986,1.06,0.803,2.962
13,31,0.832,1.06,0.648,1.3,0.836,1.064,0.686,1.204,0.94,1.071,0.803,3.494,0.971,1.059,0.801,3.43
16,31,0.824,1.06,0.648,1.511,0.853,1.062,0.68,1.411,0.949,1.057,0.808,4.125,0.975,1.057,0.782,4.341
test32,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,32,0.45,1.035,0.395,0.17,0.448,1.033,0.414,0.298,0.481,1.105,0.343,4.293,0.481,1.105,0.343,4.287
4,32,0.452,0.993,0.464,0.384,0.447,0.998,0.496,0.557,0.821,1.103,0.599,6.999,0.821,1.103,0.599,7.058
7,32,0.395,0.99,0.439,0.619,0.473,1.001,0.46,0.71,0.934,1.054,0.774,2.693,0.903,1.049,0.775,2.763
10,32,0.412,0.985,0.54,0.848,0.529,1.006,0.466,0.94,0.962,1.05,0.819,2.984,0.933,1.037,0.811,3.035
13,32,0.401,0.987,0.478,1.169,0.632,1.026,0.544,1.27,0.933,1.051,0.813,3.443,0.939,1.055,0.813,3.484
16,32,0.42,0.992,0.451,1.405,0.685,1.036,0.57,1.435,0.959,1.053,0.804,4.051,0.904,1.056,0.812,4.038
test33,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,33,0.963,1.068,0.767,0.422,0.916,1.064,0.726,0.307,0.994,1.106,0.773,4.439,0.994,1.106,0.773,4.407
4,33,0.94,1.063,0.767,0.531,0.918,1.059,0.768,0.436,0.995,1.109,0.762,5.828,0.995,1.109,0.762,5.741
7,33,0.954,1.065,0.763,0.599,0.918,1.061,0.739,0.607,0.991,1.064,0.813,2.571,0.999,1.061,0.815,2.543
10,33,0.917,1.055,0.715,0.732,0.888,1.056,0.717,0.857,0.99,1.052,0.815,2.944,1,1.055,0.815,2.95
13,33,0.907,1.049,0.71,1.092,0.906,1.052,0.72,1.281,0.991,1.054,0.808,3.441,0.57,0.956,0.804,3.641
16,33,0.912,1.051,0.712,1.256,0.905,1.055,0.719,1.33,0.982,1.051,0.798,4.196,0.539,0.975,0.761,4.345
test34,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,34,0.55,1.035,0.489,0.325,0.507,1.021,0.472,0.266,0.625,1.102,0.508,5.275,0.625,1.102,0.508,5.284
4,34,0.65,1.018,0.63,0.549,0.61,1.011,0.633,0.554,0.875,1.103,0.768,6.7,0.875,1.103,0.768,6.669
7,34,0.641,1.023,0.64,0.729,0.656,1.026,0.605,0.77,0.817,1.051,0.808,2.641,0.845,1.051,0.773,2.617
10,34,0.743,1.041,0.669,0.95,0.692,1.036,0.626,1.02,0.817,1.047,0.803,2.997,0.773,1.037,0.768,3.001
13,34,0.78,1.052,0.688,1.282,0.743,1.041,0.662,1.282,0.832,1.054,0.807,3.453,0.814,1.047,0.796,3.449
16,34,0.798,1.052,0.705,1.438,0.778,1.046,0.682,1.4,0.814,1.042,0.8,4.108,0.844,1.051,0.812,4.023
test35,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,35,0.415,1.043,0.396,0.203,0.401,1.044,0.381,0.2,0.376,1.116,0.324,5.727,0.376,1.116,0.324,5.687
4,35,0.446,1.01,0.582,0.522,0.395,1.01,0.478,0.465,0.433,1.116,0.334,8.025,0.433,1.116,0.334,7.863
7,35,0.474,1.018,0.531,0.692,0.426,1.014,0.493,0.694,0.606,1.046,0.63,2.948,0.689,1.045,0.663,2.943
10,35,0.488,1.019,0.505,0.906,0.455,1.014,0.516,0.945,0.709,1.037,0.783,3.187,0.708,1.044,0.764,3.226
13,35,0.447,1.021,0.509,1.079,0.412,1.017,0.477,1.303,0.678,1.039,0.787,3.575,0.699,1.034,0.762,3.854
16,35,0.455,1.024,0.526,1.393,0.422,1.021,0.481,1.514,0.647,1.037,0.789,4.354,0.68,1.032,0.798,4.198
test36,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,36,0.871,1.056,0.724,0.447,0.871,1.052,0.689,0.461,0.918,1.102,0.776,4.497,0.918,1.102,0.776,4.493
4,36,0.845,1.056,0.712,0.6,0.844,1.052,0.689,0.555,0.927,1.107,0.768,5.649,0.927,1.107,0.768,5.977
7,36,0.862,1.057,0.7,0.696,0.871,1.052,0.74,0.716,0.937,1.056,0.813,2.117,0.934,1.064,0.817,2.511
10,36,0.85,1.049,0.662,0.885,0.846,1.056,0.701,0.913,0.942,1.058,0.811,2.906,0.855,1.042,0.806,2.877
13,36,0.815,1.04,0.632,1.204,0.903,1.061,0.725,0.994,0.929,1.055,0.804,3.512,0.863,1.037,0.818,3.392
16,36,0.842,1.039,0.645,1.599,0.905,1.061,0.712,1.358,0.935,1.063,0.812,3.984,0.889,1.043,0.801,3.966
test37,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,37,0.315,1.024,0.4,0.146,0.333,1.033,0.383,0.176,0.348,1.115,0.306,0.692,0.348,1.115,0.306,0.686
4,37,0.32,0.997,0.453,0.398,0.293,0.995,0.517,0.414,0.364,1.12,0.301,6.803,0.364,1.12,0.301,6.812
7,37,0.295,0.993,0.496,0.653,0.265,0.985,0.533,0.592,0.26,0.981,0.4,2.539,0.284,0.979,0.39,1.988
10,37,0.324,0.99,0.505,0.807,0.306,0.989,0.476,0.894,0.501,0.998,0.712,3.288,0.216,0.919,0.503,3.309
13,37,0.316,0.995,0.46,0.947,0.301,0.989,0.465,1.253,0.639,1.031,0.785,3.853,0.289,0.94,0.515,4.088
16,37,0.324,0.994,0.452,1.643,0.304,0.981,0.424,1.392,0.576,1.028,0.757,4.584,0.375,0.992,0.615,4.739
test38,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,38,0.581,1.025,0.474,0.239,0.611,1.026,0.468,0.26,0.831,1.099,0.68,5.1,0.831,1.099,0.68,5.077
4,38,0.587,0.996,0.602,0.589,0.66,1.006,0.572,0.573,0.929,1.112,0.772,5.843,0.929,1.112,0.772,6.498
7,38,0.595,1.008,0.581,0.751,0.723,1.026,0.669,0.789,0.937,1.062,0.816,2.557,0.937,1.047,0.819,2.587
10,38,0.677,1.025,0.63,0.94,0.813,1.038,0.705,1.002,0.942,1.061,0.824,2.99,0.933,1.063,0.83,2.823
13,38,0.737,1.035,0.646,1.257,0.829,1.046,0.717,1.171,0.921,1.05,0.811,3.467,0.938,1.064,0.808,3.484
16,38,0.769,1.04,0.67,1.58,0.837,1.048,0.706,1.431,0.927,1.061,0.809,3.982,0.943,1.063,0.806,4.016
test39,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,39,0.651,1.045,0.514,0.268,0.626,1.042,0.541,0.263,0.882,1.102,0.637,5.223,0.882,1.102,0.637,5.262
4,39,0.649,1.019,0.615,0.624,0.625,1.023,0.59,0.554,0.962,1.102,0.737,6.479,0.962,1.102,0.737,7.412
7,39,0.713,1.028,0.67,0.781,0.629,1.017,0.612,0.675,0.987,1.053,0.817,2.592,0.977,1.045,0.791,2.059
10,39,0.723,1.039,0.622,0.941,0.621,1.02,0.581,0.89,0.925,1.037,0.812,3.047,0.963,1.041,0.821,2.93
13,39,0.725,1.034,0.613,1.273,0.666,1.031,0.614,1.288,0.928,1.046,0.8,3.444,0.964,1.051,0.801,3.479
16,39,0.797,1.045,0.664,1.476,0.664,1.04,0.614,1.462,0.96,1.056,0.798,4.101,0.968,1.049,0.801,4.097
test40,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,40,0.514,1.032,0.425,0.269,0.515,1.031,0.432,0.233,0.73,1.105,0.531,5.305,0.73,1.105,0.531,5.286
4,40,0.534,1.01,0.515,0.55,0.572,1.012,0.523,0.519,0.851,1.105,0.729,6.221,0.851,1.105,0.729,6.037
7,40,0.558,1.01,0.607,0.782,0.586,1.01,0.517,0.615,0.886,1.059,0.812,2.515,0.887,1.056,0.806,1.996
10,40,0.607,1.027,0.6,0.984,0.685,1.02,0.639,1.039,0.912,1.052,0.774,2.843,0.905,1.055,0.816,2.864
13,40,0.743,1.044,0.682,1.266,0.763,1.033,0.687,1.262,0.905,1.046,0.815,3.397,0.89,1.046,0.786,3.484
16,40,0.734,1.045,0.671,1.572,0.81,1.046,0.65,1.583,0.881,1.047,0.809,4.031,0.895,1.058,0.824,4.019
test41,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,41,0.398,1.018,0.38,0.244,0.45,1.024,0.41,0.296,0.636,1.104,0.429,5.505,0.636,1.104,0.429,5.445
4,41,0.33,0.977,0.486,0.497,0.461,1,0.542,0.489,0.864,1.11,0.699,7.485,0.864,1.11,0.699,7.068
7,41,0.281,0.965,0.491,0.657,0.494,1,0.519,0.717,0.869,1.053,0.756,2.21,0.925,1.064,0.804,2.652
10,41,0.333,0.964,0.482,0.909,0.59,1.02,0.595,1.008,0.819,1.039,0.803,3.096,0.889,1.049,0.808,2.953
13,41,0.308,0.968,0.459,1.172,0.583,1.025,0.589,1.288,0.825,1.055,0.779,3.608,0.801,1.044,0.801,3.583
16,41,0.326,0.97,0.431,1.437,0.611,1.032,0.574,1.49,0.828,1.047,0.782,4.314,0.805,1.05,0.789,4.345
test42,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,42,0.931,1.059,0.723,0.3,0.95,1.062,0.73,0.347,0.993,1.103,0.758,4.551,0.993,1.103,0.758,4.584
4,42,0.935,1.063,0.726,0.457,0.977,1.063,0.751,0.571,0.997,1.106,0.764,6.636,0.997,1.106,0.764,5.835
7,42,0.94,1.06,0.735,0.665,0.981,1.062,0.753,0.694,1,1.058,0.815,2.565,0.998,1.056,0.814,2.556
10,42,0.902,1.052,0.705,0.885,0.948,1.058,0.724,0.95,0.99,1.047,0.818,2.898,0.968,1.038,0.796,2.988
13,42,0.924,1.059,0.738,1.09,0.974,1.062,0.748,0.938,0.982,1.055,0.809,3.399,0.921,1.048,0.793,3.51
16,42,0.947,1.064,0.745,1.371,0.97,1.066,0.735,1.225,0.959,1.043,0.804,4.041,0.911,1.048,0.792,4.108
test43,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,43,0.428,1.038,0.417,0.216,0.412,1.033,0.392,0.244,0.444,1.119,0.335,5.691,0.444,1.119,0.335,5.749
4,43,0.397,0.996,0.496,0.455,0.392,0.992,0.449,0.517,0.481,1.116,0.339,7.78,0.481,1.116,0.339,8.244
7,43,0.47,1.005,0.572,0.773,0.394,0.998,0.454,0.603,0.68,1.051,0.651,2.942,0.828,1.065,0.742,2.831
10,43,0.439,1.013,0.485,0.872,0.389,0.999,0.471,0.716,0.826,1.068,0.811,2.948,0.797,1.05,0.77,3.217
13,43,0.504,1.019,0.478,1.315,0.484,1.015,0.552,1.219,0.793,1.049,0.813,3.522,0.833,1.057,0.795,3.563
16,43,0.67,1.044,0.573,1.596,0.518,1.039,0.53,1.492,0.852,1.053,0.808,4.076,0.857,1.059,0.793,4.204
test44,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,44,0.831,1.062,0.645,0.294,0.831,1.063,0.651,0.301,0.939,1.116,0.712,4.94,0.939,1.116,0.712,4.894
4,44,0.832,1.06,0.677,0.516,0.839,1.055,0.663,0.498,0.967,1.111,0.756,5.958,0.967,1.111,0.756,5.947
7,44,0.835,1.061,0.676,0.694,0.867,1.068,0.666,0.618,0.974,1.067,0.801,2.044,0.968,1.063,0.791,2.212
10,44,0.896,1.068,0.697,0.881,0.888,1.065,0.677,0.875,0.97,1.058,0.826,2.911,0.913,1.045,0.832,2.982
13,44,0.865,1.07,0.642,0.938,0.876,1.069,0.671,1.18,0.972,1.063,0.809,3.412,0.966,1.06,0.791,3.568
16,44,0.86,1.067,0.642,1.516,0.854,1.066,0.639,1.247,0.96,1.068,0.806,4.081,0.953,1.064,0.791,4.283
test45,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,45,0.313,1.007,0.393,0.204,0.334,1.008,0.393,0.205,0.384,1.099,0.328,4.518,0.384,1.099,0.328,4.328
4,45,0.281,0.981,0.562,0.488,0.307,0.981,0.49,0.535,0.393,1.101,0.331,7.617,0.393,1.101,0.331,6.288
7,45,0.291,0.979,0.487,0.631,0.299,0.979,0.416,0.748,0.452,1.006,0.511,2.331,0.558,1.021,0.478,3.109
10,45,0.251,0.975,0.482,0.809,0.292,0.98,0.438,0.919,0.586,1.012,0.73,3.236,0.751,1.018,0.764,3.115
13,45,0.282,0.979,0.414,1.18,0.299,0.984,0.385,1.011,0.383,0.925,0.672,3.978,0.766,1.037,0.776,3.742
16,45,0.316,0.988,0.403,1.374,0.292,0.98,0.381,1.369,0.571,1,0.729,4.586,0.769,1.028,0.794,4.19
test46,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,46,0.751,1.058,0.592,0.237,0.73,1.059,0.551,0.232,0.891,1.115,0.652,5.212,0.891,1.115,0.652,5.126
4,46,0.819,1.055,0.674,0.596,0.745,1.04,0.653,0.502,0.983,1.118,0.744,6.368,0.983,1.118,0.744,7.089
7,46,0.8,1.053,0.641,0.747,0.791,1.053,0.637,0.665,0.983,1.054,0.801,2.639,0.977,1.065,0.799,2.644
10,46,0.785,1.055,0.617,0.879,0.812,1.058,0.644,0.884,0.996,1.066,0.804,2.993,0.998,1.065,0.813,2.969
13,46,0.775,1.054,0.618,1.278,0.805,1.058,0.631,1.212,0.955,1.061,0.794,3.511,0.99,1.057,0.798,3.466
16,46,0.772,1.055,0.593,1.486,0.817,1.056,0.616,1.353,0.959,1.065,0.805,4.186,0.99,1.063,0.804,4.033
test47,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,47,0.473,1.013,0.421,0.208,0.487,1.017,0.419,0.3,0.582,1.097,0.379,5.29,0.582,1.097,0.379,5.336
4,47,0.526,0.993,0.536,0.514,0.61,0.995,0.549,0.51,0.981,1.106,0.766,6.568,0.981,1.106,0.766,6.03
7,47,0.627,1.013,0.609,0.801,0.672,1.02,0.598,0.787,0.986,1.059,0.807,2.136,0.987,1.056,0.826,2.502
10,47,0.675,1.026,0.626,0.878,0.7,1.029,0.613,1.019,0.929,1.049,0.774,2.982,0.99,1.064,0.823,3.037
13,47,0.677,1.036,0.61,1.062,0.727,1.032,0.62,1.195,0.921,1.05,0.816,3.44,0.956,1.052,0.8,3.413
16,47,0.698,1.04,0.606,1.401,0.779,1.041,0.637,1.582,0.928,1.064,0.806,4.152,0.984,1.047,0.821,4.025
test48,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,48,0.293,1.01,0.345,0.204,0.315,1.011,0.371,0.204,0.392,1.101,0.309,4.382,0.392,1.101,0.309,4.36
4,48,0.262,0.968,0.426,0.478,0.282,0.973,0.462,0.385,0.468,1.1,0.329,9.07,0.468,1.1,0.329,7.742
7,48,0.244,0.958,0.446,0.625,0.27,0.968,0.489,0.562,0.866,1.049,0.769,2.803,0.867,1.048,0.758,2.765
10,48,0.277,0.963,0.389,0.793,0.292,0.971,0.453,0.924,0.927,1.053,0.788,3.139,0.896,1.055,0.797,3.044
13,48,0.278,0.97,0.358,1.187,0.308,0.978,0.407,1.004,0.931,1.056,0.811,3.56,0.871,1.06,0.802,3.498
16,48,0.338,0.974,0.378,1.498,0.361,0.983,0.385,1.609,0.92,1.054,0.774,4.14,0.881,1.05,0.789,4.133
test49,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,49,0.905,1.066,0.685,0.324,0.91,1.064,0.698,0.398,0.954,1.108,0.753,4.62,0.954,1.108,0.753,4.617
4,49,0.949,1.071,0.747,0.468,0.958,1.066,0.781,0.54,0.973,1.111,0.766,5.944,0.973,1.111,0.766,6.516
7,49,0.964,1.063,0.752,0.74,0.962,1.066,0.766,0.669,0.976,1.068,0.803,2.623,0.976,1.063,0.798,2.023
10,49,0.949,1.063,0.728,0.722,0.966,1.071,0.763,0.846,0.988,1.066,0.807,2.931,0.981,1.055,0.813,2.902
13,49,0.959,1.06,0.745,1.25,0.952,1.065,0.749,1.266,0.991,1.057,0.819,3.392,0.982,1.057,0.814,3.475
16,49,0.928,1.064,0.722,1.592,0.91,1.063,0.719,1.108,0.984,1.06,0.818,4.058,0.934,1.052,0.785,4.083
test50,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,50,0.274,1.052,0.395,0.228,0.275,1.056,0.384,0.203,0.312,1.124,0.316,5.795,0.312,1.124,0.316,5.742
4,50,0.272,1.016,0.488,0.484,0.271,1.014,0.429,0.383,0.331,1.123,0.307,6.412,0.331,1.123,0.307,6.981
7,50,0.28,1.015,0.486,0.567,0.251,1.011,0.459,0.576,0.301,1.016,0.427,2.641,0.345,1.025,0.411,2.001
10,50,0.289,1.016,0.464,0.857,0.262,1.014,0.449,0.778,0.393,1.014,0.737,2.961,0.514,1.05,0.696,3.352
13,50,0.266,1.014,0.417,1.2,0.28,1.019,0.403,1.11,0.399,1.019,0.779,3.244,0.57,1.051,0.716,3.882
16,50,0.31,1.021,0.39,1.536,0.316,1.026,0.387,1.596,0.378,1.021,0.786,3.971,0.578,1.05,0.723,4.788
overall mean,,,,,,,,,,,,,,,,,
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
1,  all,0.614,1.044,0.533,0.282,0.615,1.044,0.53,0.28,0.705,1.108,0.551,5.054,0.705,1.108,0.551,5.036
2,  all,0.616,1.033,0.567,0.388,0.618,1.032,0.57,0.394,0.746,1.109,0.59,5.393,0.746,1.109,0.59,5.401
3,  all,0.621,1.027,0.591,0.45,0.622,1.027,0.586,0.458,0.768,1.11,0.609,5.912,0.768,1.11,0.609,5.948
4,  all,0.626,1.026,0.605,0.529,0.633,1.026,0.603,0.512,0.796,1.11,0.628,6.979,0.796,1.11,0.628,6.835
5,  all,0.63,1.026,0.61,0.579,0.636,1.026,0.608,0.577,0.827,1.111,0.648,7.238,0.827,1.111,0.648,7.251
6,  all,0.632,1.025,0.613,0.64,0.637,1.026,0.606,0.637,0.855,1.112,0.67,7.881,0.855,1.112,0.67,7.831
7,  all,0.64,1.027,0.611,0.713,0.645,1.028,0.605,0.699,0.84,1.047,0.747,2.625,0.86,1.048,0.75,2.584
8,  all,0.644,1.028,0.607,0.777,0.651,1.029,0.61,0.759,0.852,1.045,0.774,2.822,0.86,1.045,0.774,2.869
9,  all,0.653,1.029,0.611,0.854,0.662,1.03,0.612,0.842,0.858,1.045,0.784,2.948,0.864,1.043,0.784,2.96
10,  all,0.66,1.031,0.608,0.898,0.67,1.032,0.614,0.923,0.85,1.044,0.788,3.11,0.863,1.045,0.782,3.129
11,  all,0.668,1.032,0.606,0.983,0.676,1.034,0.614,0.989,0.845,1.044,0.788,3.23,0.864,1.045,0.781,3.252
12,  all,0.674,1.034,0.601,1.077,0.685,1.036,0.616,1.074,0.847,1.043,0.786,3.396,0.855,1.043,0.787,3.397
13,  all,0.681,1.035,0.603,1.187,0.695,1.038,0.619,1.186,0.85,1.044,0.786,3.569,0.854,1.043,0.781,3.638
14,  all,0.692,1.037,0.604,1.257,0.705,1.04,0.62,1.283,0.85,1.043,0.781,3.784,0.852,1.043,0.782,3.801
15,  all,0.702,1.039,0.607,1.375,0.71,1.041,0.617,1.346,0.849,1.045,0.782,4.014,0.854,1.046,0.78,4.008
16,  all,0.715,1.041,0.613,1.489,0.714,1.042,0.611,1.433,0.852,1.047,0.781,4.225,0.856,1.045,0.78,4.241
