test01
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 15,  08 , 0.637, 1.175, 0.643, 2.283, 0.604, 1.168, 0.616, 2.152, 0.738, 1.145, 0.796, 5.134, 0.700, 1.086, 0.766, 5.292, 1.000, 1.000, 1.000, 0.000
test09
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  09 , 0.507, 1.218, 0.525, 0.359, 0.508, 1.217, 0.543, 0.363, 0.627, 1.312, 0.537, 5.915, 0.627, 1.312, 0.537, 5.677, 1.000, 1.000, 1.000, 0.000
 02,  09 , 0.531, 1.204, 0.609, 0.706, 0.528, 1.204, 0.621, 0.689, 0.638, 1.315, 0.564, 6.133, 0.638, 1.315, 0.564, 6.114, 1.000, 1.000, 1.000, 0.000
 03,  09 , 0.503, 1.212, 0.657, 0.690, 0.515, 1.213, 0.637, 0.743, 0.620, 1.338, 0.550, 6.926, 0.620, 1.338, 0.550, 6.986, 1.000, 1.000, 1.000, 0.000
 04,  09 , 0.533, 1.208, 0.675, 0.788, 0.531, 1.205, 0.669, 0.827, 0.630, 1.329, 0.571, 7.636, 0.630, 1.329, 0.571, 7.625, 1.000, 1.000, 1.000, 0.000
 05,  09 , 0.544, 1.206, 0.712, 0.941, 0.551, 1.198, 0.691, 0.795, 0.634, 1.324, 0.594, 8.446, 0.634, 1.324, 0.594, 9.451, 1.000, 1.000, 1.000, 0.000
 06,  09 , 0.559, 1.210, 0.676, 1.005, 0.563, 1.211, 0.662, 1.150, 0.614, 1.241, 0.715, 3.565, 0.673, 1.177, 0.682, 2.686, 1.000, 1.000, 1.000, 0.000
 07,  09 , 0.580, 1.204, 0.689, 1.113, 0.564, 1.201, 0.671, 1.094, 0.656, 1.190, 0.771, 3.370, 0.654, 1.209, 0.745, 3.127, 1.000, 1.000, 1.000, 0.000
 08,  09 , 0.557, 1.197, 0.672, 1.151, 0.565, 1.196, 0.689, 1.113, 0.650, 1.206, 0.792, 3.119, 0.637, 1.203, 0.789, 3.026, 1.000, 1.000, 1.000, 0.000
 09,  09 , 0.566, 1.194, 0.686, 1.435, 0.566, 1.193, 0.678, 0.995, 0.682, 1.166, 0.774, 3.416, 0.681, 1.182, 0.775, 3.281, 1.000, 1.000, 1.000, 0.000
 10,  09 , 0.575, 1.197, 0.687, 1.084, 0.579, 1.197, 0.657, 1.445, 0.666, 1.188, 0.839, 3.488, 0.644, 1.156, 0.823, 3.599, 1.000, 1.000, 1.000, 0.000
 11,  09 , 0.575, 1.204, 0.680, 1.398, 0.584, 1.199, 0.673, 1.613, 0.690, 1.197, 0.841, 3.797, 0.683, 1.198, 0.815, 3.714, 1.000, 1.000, 1.000, 0.000
 12,  09 , 0.583, 1.205, 0.687, 1.496, 0.596, 1.197, 0.677, 1.747, 0.681, 1.197, 0.837, 3.843, 0.696, 1.178, 0.844, 4.033, 1.000, 1.000, 1.000, 0.000
 13,  09 , 0.581, 1.194, 0.676, 1.795, 0.593, 1.191, 0.656, 1.669, 0.683, 1.188, 0.843, 3.968, 0.730, 1.179, 0.861, 4.235, 1.000, 1.000, 1.000, 0.000
 14,  09 , 0.599, 1.190, 0.679, 2.461, 0.581, 1.184, 0.676, 1.637, 0.711, 1.192, 0.825, 4.862, 0.688, 1.182, 0.801, 4.467, 1.000, 1.000, 1.000, 0.000
 15,  09 , 0.608, 1.192, 0.678, 2.318, 0.605, 1.193, 0.653, 2.305, 0.687, 1.195, 0.822, 4.735, 0.707, 1.178, 0.832, 4.868, 1.000, 1.000, 1.000, 0.000
test10
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  10 , 0.605, 1.191, 0.588, 0.363, 0.619, 1.200, 0.604, 0.341, 0.691, 1.276, 0.616, 5.419, 0.691, 1.276, 0.616, 5.250, 1.000, 1.000, 1.000, 0.000
 02,  10 , 0.657, 1.186, 0.658, 0.607, 0.635, 1.179, 0.674, 0.515, 0.727, 1.263, 0.660, 5.535, 0.727, 1.263, 0.660, 5.529, 1.000, 1.000, 1.000, 0.000
 03,  10 , 0.646, 1.172, 0.692, 0.636, 0.654, 1.163, 0.730, 0.560, 0.734, 1.264, 0.658, 6.351, 0.734, 1.264, 0.658, 6.282, 1.000, 1.000, 1.000, 0.000
 04,  10 , 0.649, 1.159, 0.672, 0.619, 0.643, 1.155, 0.730, 0.738, 0.746, 1.261, 0.657, 7.136, 0.746, 1.261, 0.657, 7.102, 1.000, 1.000, 1.000, 0.000
 05,  10 , 0.699, 1.165, 0.700, 0.781, 0.654, 1.150, 0.714, 0.945, 0.769, 1.259, 0.666, 8.061, 0.769, 1.259, 0.666, 8.083, 1.000, 1.000, 1.000, 0.000
 06,  10 , 0.707, 1.169, 0.731, 0.748, 0.658, 1.157, 0.731, 0.989, 0.811, 1.191, 0.772, 3.136, 0.821, 1.169, 0.773, 3.092, 1.000, 1.000, 1.000, 0.000
 07,  10 , 0.712, 1.162, 0.742, 0.872, 0.690, 1.161, 0.738, 0.969, 0.806, 1.165, 0.817, 3.141, 0.822, 1.141, 0.797, 2.852, 1.000, 1.000, 1.000, 0.000
 08,  10 , 0.696, 1.162, 0.732, 0.947, 0.665, 1.161, 0.718, 0.988, 0.773, 1.179, 0.798, 3.265, 0.835, 1.165, 0.812, 3.287, 1.000, 1.000, 1.000, 0.000
 09,  10 , 0.700, 1.158, 0.733, 1.144, 0.664, 1.161, 0.720, 1.232, 0.801, 1.165, 0.812, 3.364, 0.824, 1.162, 0.812, 3.321, 1.000, 1.000, 1.000, 0.000
 10,  10 , 0.697, 1.161, 0.722, 1.449, 0.696, 1.154, 0.750, 1.319, 0.794, 1.155, 0.835, 3.461, 0.810, 1.126, 0.857, 3.465, 1.000, 1.000, 1.000, 0.000
 11,  10 , 0.697, 1.163, 0.721, 1.560, 0.679, 1.158, 0.746, 1.572, 0.802, 1.158, 0.812, 3.740, 0.814, 1.124, 0.850, 3.704, 1.000, 1.000, 1.000, 0.000
 12,  10 , 0.677, 1.165, 0.701, 1.745, 0.666, 1.161, 0.734, 1.610, 0.813, 1.169, 0.807, 4.011, 0.806, 1.166, 0.869, 3.884, 1.000, 1.000, 1.000, 0.000
 13,  10 , 0.675, 1.166, 0.717, 2.543, 0.654, 1.160, 0.713, 2.110, 0.739, 1.163, 0.797, 5.579, 0.827, 1.166, 0.821, 5.073, 1.000, 1.000, 1.000, 0.000
 14,  10 , 0.681, 1.165, 0.739, 2.065, 0.654, 1.158, 0.710, 1.911, 0.801, 1.165, 0.820, 4.302, 0.834, 1.168, 0.832, 4.366, 1.000, 1.000, 1.000, 0.000
 15,  10 , 0.683, 1.173, 0.742, 2.045, 0.668, 1.161, 0.718, 2.071, 0.747, 1.144, 0.810, 4.822, 0.787, 1.162, 0.823, 4.741, 1.000, 1.000, 1.000, 0.000
test11
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  11 , 0.731, 1.157, 0.608, 0.362, 0.740, 1.153, 0.633, 0.397, 0.797, 1.224, 0.662, 5.076, 0.797, 1.224, 0.662, 5.099, 1.000, 1.000, 1.000, 0.000
 02,  11 , 0.777, 1.150, 0.700, 0.757, 0.776, 1.144, 0.704, 0.667, 0.827, 1.224, 0.701, 5.937, 0.827, 1.224, 0.701, 8.675, 1.000, 1.000, 1.000, 0.000
 03,  11 , 0.785, 1.145, 0.722, 0.833, 0.756, 1.146, 0.697, 0.786, 0.819, 1.231, 0.685, 7.878, 0.819, 1.231, 0.685, 7.791, 1.000, 1.000, 1.000, 0.000
 04,  11 , 0.798, 1.141, 0.740, 1.024, 0.780, 1.142, 0.725, 0.993, 0.821, 1.227, 0.695, 8.527, 0.821, 1.227, 0.695, 8.531, 1.000, 1.000, 1.000, 0.000
 05,  11 , 0.772, 1.127, 0.722, 0.981, 0.772, 1.130, 0.732, 0.899, 0.824, 1.223, 0.702, 9.806, 0.824, 1.223, 0.702, 10.400, 1.000, 1.000, 1.000, 0.000
 06,  11 , 0.777, 1.137, 0.704, 1.179, 0.771, 1.128, 0.728, 1.081, 0.838, 1.149, 0.810, 3.854, 0.781, 1.119, 0.826, 3.986, 1.000, 1.000, 1.000, 0.000
 07,  11 , 0.769, 1.147, 0.720, 1.578, 0.750, 1.144, 0.719, 1.336, 0.808, 1.142, 0.836, 3.901, 0.815, 1.142, 0.841, 3.916, 1.000, 1.000, 1.000, 0.000
 08,  11 , 0.749, 1.143, 0.705, 1.551, 0.746, 1.144, 0.701, 1.456, 0.818, 1.142, 0.831, 4.038, 0.850, 1.105, 0.868, 4.234, 1.000, 1.000, 1.000, 0.000
 09,  11 , 0.784, 1.150, 0.744, 2.328, 0.741, 1.138, 0.699, 1.228, 0.834, 1.120, 0.871, 5.185, 0.852, 1.125, 0.877, 4.244, 1.000, 1.000, 1.000, 0.000
 10,  11 , 0.771, 1.150, 0.719, 1.830, 0.755, 1.136, 0.709, 2.077, 0.847, 1.115, 0.883, 4.900, 0.849, 1.121, 0.883, 4.426, 1.000, 1.000, 1.000, 0.000
 11,  11 , 0.788, 1.149, 0.741, 1.990, 0.782, 1.147, 0.741, 2.113, 0.831, 1.113, 0.875, 4.901, 0.856, 1.119, 0.876, 5.295, 1.000, 1.000, 1.000, 0.000
 12,  11 , 0.797, 1.148, 0.752, 2.066, 0.795, 1.144, 0.751, 1.887, 0.831, 1.119, 0.865, 4.882, 0.847, 1.139, 0.878, 5.111, 1.000, 1.000, 1.000, 0.000
 13,  11 , 0.807, 1.143, 0.751, 2.452, 0.826, 1.137, 0.788, 2.462, 0.890, 1.114, 0.880, 5.426, 0.870, 1.146, 0.869, 4.605, 1.000, 1.000, 1.000, 0.000
 14,  11 , 0.788, 1.138, 0.731, 2.083, 0.796, 1.140, 0.758, 2.236, 0.887, 1.119, 0.862, 5.537, 0.844, 1.113, 0.868, 5.831, 1.000, 1.000, 1.000, 0.000
 15,  11 , 0.796, 1.138, 0.734, 3.825, 0.791, 1.136, 0.742, 2.649, 0.864, 1.131, 0.859, 5.257, 0.855, 1.125, 0.869, 6.651, 1.000, 1.000, 1.000, 0.000
test12
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  12 , 0.491, 1.222, 0.558, 0.499, 0.502, 1.217, 0.554, 0.397, 0.576, 1.283, 0.599, 5.790, 0.576, 1.283, 0.599, 5.544, 1.000, 1.000, 1.000, 0.000
 02,  12 , 0.513, 1.203, 0.618, 0.660, 0.518, 1.202, 0.584, 0.550, 0.595, 1.278, 0.614, 6.032, 0.595, 1.278, 0.614, 5.993, 1.000, 1.000, 1.000, 0.000
 03,  12 , 0.534, 1.192, 0.660, 0.680, 0.572, 1.182, 0.642, 0.692, 0.611, 1.272, 0.628, 6.987, 0.611, 1.272, 0.628, 6.884, 1.000, 1.000, 1.000, 0.000
 04,  12 , 0.548, 1.192, 0.677, 0.690, 0.582, 1.181, 0.695, 0.887, 0.628, 1.270, 0.673, 7.477, 0.628, 1.270, 0.673, 7.977, 1.000, 1.000, 1.000, 0.000
 05,  12 , 0.559, 1.188, 0.734, 0.982, 0.597, 1.178, 0.694, 1.129, 0.642, 1.268, 0.676, 9.049, 0.642, 1.268, 0.676, 9.277, 1.000, 1.000, 1.000, 0.000
 06,  12 , 0.598, 1.183, 0.709, 1.101, 0.582, 1.181, 0.684, 1.136, 0.683, 1.200, 0.769, 3.198, 0.564, 1.146, 0.755, 3.228, 1.000, 1.000, 1.000, 0.000
 07,  12 , 0.560, 1.191, 0.675, 1.097, 0.556, 1.187, 0.653, 1.127, 0.611, 1.178, 0.849, 3.340, 0.647, 1.175, 0.770, 3.600, 1.000, 1.000, 1.000, 0.000
 08,  12 , 0.568, 1.189, 0.651, 1.361, 0.553, 1.188, 0.665, 1.298, 0.632, 1.178, 0.868, 3.222, 0.604, 1.165, 0.843, 3.561, 1.000, 1.000, 1.000, 0.000
 09,  12 , 0.552, 1.187, 0.646, 1.450, 0.545, 1.175, 0.673, 1.537, 0.645, 1.183, 0.842, 3.920, 0.585, 1.188, 0.827, 5.508, 1.000, 1.000, 1.000, 0.000
 10,  12 , 0.579, 1.180, 0.682, 1.363, 0.572, 1.179, 0.634, 1.391, 0.649, 1.179, 0.893, 3.615, 0.613, 1.184, 0.868, 3.941, 1.000, 1.000, 1.000, 0.000
 11,  12 , 0.610, 1.193, 0.682, 1.656, 0.539, 1.196, 0.633, 1.215, 0.620, 1.191, 0.866, 3.772, 0.602, 1.140, 0.859, 3.618, 1.000, 1.000, 1.000, 0.000
 12,  12 , 0.593, 1.186, 0.707, 2.511, 0.589, 1.200, 0.649, 1.572, 0.636, 1.183, 0.892, 3.797, 0.623, 1.173, 0.822, 3.927, 1.000, 1.000, 1.000, 0.000
 13,  12 , 0.580, 1.188, 0.679, 1.721, 0.573, 1.196, 0.616, 1.604, 0.636, 1.180, 0.884, 3.842, 0.593, 1.183, 0.836, 4.542, 1.000, 1.000, 1.000, 0.000
 14,  12 , 0.582, 1.184, 0.672, 2.008, 0.586, 1.192, 0.648, 2.184, 0.645, 1.184, 0.856, 4.329, 0.657, 1.190, 0.831, 4.801, 1.000, 1.000, 1.000, 0.000
 15,  12 , 0.590, 1.185, 0.649, 2.155, 0.577, 1.192, 0.616, 2.383, 0.629, 1.180, 0.858, 4.643, 0.651, 1.177, 0.861, 4.919, 1.000, 1.000, 1.000, 0.000
test13
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  13 , 0.612, 1.259, 0.618, 0.645, 0.598, 1.264, 0.611, 0.496, 0.623, 1.344, 0.556, 5.691, 0.623, 1.344, 0.556, 5.640, 1.000, 1.000, 1.000, 0.000
 02,  13 , 0.636, 1.240, 0.672, 0.523, 0.623, 1.234, 0.677, 0.618, 0.641, 1.334, 0.579, 6.123, 0.641, 1.334, 0.579, 6.134, 1.000, 1.000, 1.000, 0.000
 03,  13 , 0.640, 1.226, 0.718, 0.645, 0.629, 1.226, 0.709, 0.735, 0.651, 1.329, 0.586, 7.009, 0.651, 1.329, 0.586, 6.901, 1.000, 1.000, 1.000, 0.000
 04,  13 , 0.613, 1.228, 0.701, 0.754, 0.604, 1.227, 0.705, 0.801, 0.638, 1.334, 0.574, 7.939, 0.638, 1.334, 0.574, 7.925, 1.000, 1.000, 1.000, 0.000
 05,  13 , 0.620, 1.220, 0.747, 0.904, 0.611, 1.226, 0.691, 0.864, 0.647, 1.332, 0.581, 8.919, 0.647, 1.332, 0.581, 8.818, 1.000, 1.000, 1.000, 0.000
 06,  13 , 0.633, 1.210, 0.786, 1.064, 0.630, 1.220, 0.721, 0.797, 0.701, 1.222, 0.710, 3.248, 0.670, 1.222, 0.695, 2.876, 1.000, 1.000, 1.000, 0.000
 07,  13 , 0.642, 1.211, 0.778, 0.972, 0.635, 1.213, 0.749, 1.006, 0.698, 1.204, 0.789, 3.130, 0.701, 1.220, 0.752, 3.362, 1.000, 1.000, 1.000, 0.000
 08,  13 , 0.642, 1.211, 0.781, 1.274, 0.637, 1.212, 0.747, 1.278, 0.712, 1.185, 0.822, 3.288, 0.685, 1.178, 0.861, 3.218, 1.000, 1.000, 1.000, 0.000
 09,  13 , 0.626, 1.210, 0.758, 1.264, 0.630, 1.208, 0.750, 1.410, 0.717, 1.190, 0.839, 3.315, 0.667, 1.175, 0.871, 3.279, 1.000, 1.000, 1.000, 0.000
 10,  13 , 0.627, 1.206, 0.757, 1.405, 0.621, 1.205, 0.746, 1.445, 0.686, 1.190, 0.837, 3.494, 0.680, 1.163, 0.886, 3.544, 1.000, 1.000, 1.000, 0.000
 11,  13 , 0.604, 1.202, 0.723, 1.390, 0.601, 1.208, 0.716, 1.400, 0.651, 1.191, 0.814, 3.860, 0.607, 1.156, 0.822, 3.707, 1.000, 1.000, 1.000, 0.000
 12,  13 , 0.613, 1.203, 0.743, 1.762, 0.600, 1.211, 0.736, 1.611, 0.661, 1.180, 0.811, 4.100, 0.671, 1.188, 0.878, 4.030, 1.000, 1.000, 1.000, 0.000
 13,  13 , 0.603, 1.204, 0.732, 1.948, 0.624, 1.206, 0.763, 1.856, 0.649, 1.185, 0.856, 4.331, 0.674, 1.186, 0.880, 4.051, 1.000, 1.000, 1.000, 0.000
 14,  13 , 0.611, 1.202, 0.737, 2.102, 0.619, 1.209, 0.746, 1.991, 0.656, 1.165, 0.845, 4.577, 0.662, 1.180, 0.871, 4.851, 1.000, 1.000, 1.000, 0.000
 15,  13 , 0.606, 1.200, 0.737, 2.262, 0.624, 1.203, 0.744, 2.146, 0.677, 1.188, 0.858, 4.933, 0.680, 1.181, 0.886, 4.663, 1.000, 1.000, 1.000, 0.000
test14
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  14 , 0.497, 1.191, 0.512, 0.366, 0.481, 1.191, 0.509, 0.353, 0.550, 1.315, 0.525, 5.807, 0.550, 1.315, 0.525, 5.862, 1.000, 1.000, 1.000, 0.000
 02,  14 , 0.518, 1.174, 0.552, 0.554, 0.498, 1.168, 0.564, 0.541, 0.567, 1.311, 0.562, 6.336, 0.567, 1.311, 0.562, 6.486, 1.000, 1.000, 1.000, 0.000
 03,  14 , 0.496, 1.172, 0.590, 0.633, 0.488, 1.156, 0.633, 0.808, 0.576, 1.321, 0.550, 7.156, 0.576, 1.321, 0.550, 7.204, 1.000, 1.000, 1.000, 0.000
 04,  14 , 0.546, 1.157, 0.651, 0.808, 0.497, 1.140, 0.672, 0.821, 0.593, 1.317, 0.543, 8.119, 0.593, 1.317, 0.543, 8.145, 1.000, 1.000, 1.000, 0.000
 05,  14 , 0.544, 1.163, 0.605, 0.915, 0.511, 1.152, 0.631, 0.737, 0.606, 1.321, 0.543, 9.347, 0.606, 1.321, 0.543, 9.226, 1.000, 1.000, 1.000, 0.000
 06,  14 , 0.547, 1.163, 0.626, 1.094, 0.540, 1.162, 0.656, 1.075, 0.516, 1.156, 0.689, 2.977, 0.573, 1.208, 0.673, 3.541, 1.000, 1.000, 1.000, 0.000
 07,  14 , 0.544, 1.156, 0.611, 0.845, 0.540, 1.162, 0.632, 1.104, 0.602, 1.170, 0.743, 3.662, 0.481, 1.072, 0.753, 3.690, 1.000, 1.000, 1.000, 0.000
 08,  14 , 0.561, 1.155, 0.619, 1.182, 0.536, 1.162, 0.616, 1.126, 0.580, 1.170, 0.743, 3.664, 0.466, 1.074, 0.767, 3.835, 1.000, 1.000, 1.000, 0.000
 09,  14 , 0.560, 1.151, 0.611, 1.192, 0.530, 1.157, 0.607, 1.428, 0.579, 1.161, 0.748, 3.848, 0.469, 1.076, 0.692, 4.207, 1.000, 1.000, 1.000, 0.000
 10,  14 , 0.584, 1.158, 0.613, 1.445, 0.538, 1.169, 0.616, 1.484, 0.599, 1.171, 0.758, 4.282, 0.565, 1.137, 0.730, 4.333, 1.000, 1.000, 1.000, 0.000
 11,  14 , 0.592, 1.161, 0.596, 1.695, 0.562, 1.175, 0.632, 1.479, 0.602, 1.158, 0.774, 4.419, 0.553, 1.114, 0.746, 4.368, 1.000, 1.000, 1.000, 0.000
 12,  14 , 0.606, 1.163, 0.596, 1.601, 0.586, 1.174, 0.621, 1.585, 0.639, 1.136, 0.814, 4.755, 0.628, 1.128, 0.752, 4.752, 1.000, 1.000, 1.000, 0.000
 13,  14 , 0.588, 1.155, 0.591, 1.999, 0.571, 1.171, 0.613, 2.100, 0.608, 1.154, 0.795, 4.831, 0.619, 1.146, 0.759, 4.920, 1.000, 1.000, 1.000, 0.000
 14,  14 , 0.595, 1.159, 0.578, 2.021, 0.579, 1.174, 0.621, 2.348, 0.615, 1.175, 0.794, 5.341, 0.610, 1.169, 0.793, 5.018, 1.000, 1.000, 1.000, 0.000
 15,  14 , 0.564, 1.165, 0.609, 1.987, 0.580, 1.171, 0.587, 2.394, 0.602, 1.174, 0.789, 5.558, 0.645, 1.162, 0.767, 5.515, 1.000, 1.000, 1.000, 0.000
test15
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  15 , 0.612, 1.224, 0.581, 0.358, 0.612, 1.222, 0.574, 0.367, 0.600, 1.328, 0.548, 5.920, 0.600, 1.328, 0.548, 5.737, 1.000, 1.000, 1.000, 0.000
 02,  15 , 0.638, 1.204, 0.679, 0.687, 0.619, 1.201, 0.663, 0.683, 0.609, 1.328, 0.571, 6.251, 0.609, 1.328, 0.571, 6.288, 1.000, 1.000, 1.000, 0.000
 03,  15 , 0.647, 1.203, 0.683, 0.693, 0.636, 1.201, 0.695, 0.703, 0.622, 1.331, 0.587, 7.206, 0.622, 1.331, 0.587, 7.112, 1.000, 1.000, 1.000, 0.000
 04,  15 , 0.637, 1.203, 0.678, 0.753, 0.629, 1.196, 0.739, 0.737, 0.637, 1.334, 0.606, 8.035, 0.637, 1.334, 0.606, 8.126, 1.000, 1.000, 1.000, 0.000
 05,  15 , 0.620, 1.207, 0.690, 0.909, 0.650, 1.200, 0.694, 1.004, 0.659, 1.329, 0.636, 8.694, 0.659, 1.329, 0.636, 8.711, 1.000, 1.000, 1.000, 0.000
 06,  15 , 0.590, 1.197, 0.670, 0.774, 0.621, 1.209, 0.681, 0.842, 0.609, 1.237, 0.710, 3.232, 0.621, 1.234, 0.700, 2.809, 1.000, 1.000, 1.000, 0.000
 07,  15 , 0.587, 1.201, 0.696, 1.100, 0.640, 1.189, 0.707, 1.309, 0.633, 1.195, 0.799, 3.350, 0.601, 1.223, 0.788, 3.400, 1.000, 1.000, 1.000, 0.000
 08,  15 , 0.614, 1.204, 0.716, 1.122, 0.654, 1.200, 0.692, 1.176, 0.622, 1.207, 0.796, 3.639, 0.626, 1.202, 0.805, 3.484, 1.000, 1.000, 1.000, 0.000
 09,  15 , 0.615, 1.202, 0.698, 1.288, 0.658, 1.203, 0.680, 1.283, 0.622, 1.204, 0.823, 3.645, 0.642, 1.141, 0.801, 3.573, 1.000, 1.000, 1.000, 0.000
 10,  15 , 0.645, 1.204, 0.719, 1.492, 0.675, 1.195, 0.701, 1.381, 0.638, 1.185, 0.825, 3.932, 0.680, 1.195, 0.829, 3.670, 1.000, 1.000, 1.000, 0.000
 11,  15 , 0.632, 1.208, 0.679, 1.555, 0.653, 1.198, 0.678, 1.289, 0.643, 1.196, 0.800, 4.141, 0.662, 1.188, 0.784, 3.900, 1.000, 1.000, 1.000, 0.000
 12,  15 , 0.654, 1.203, 0.692, 1.637, 0.673, 1.203, 0.682, 1.863, 0.660, 1.167, 0.855, 4.626, 0.650, 1.182, 0.804, 4.301, 1.000, 1.000, 1.000, 0.000
 13,  15 , 0.651, 1.194, 0.681, 1.866, 0.685, 1.203, 0.679, 1.804, 0.654, 1.198, 0.805, 4.538, 0.625, 1.197, 0.842, 4.314, 1.000, 1.000, 1.000, 0.000
 14,  15 , 0.659, 1.193, 0.654, 2.056, 0.672, 1.197, 0.679, 2.139, 0.660, 1.177, 0.837, 4.819, 0.636, 1.204, 0.830, 4.739, 1.000, 1.000, 1.000, 0.000
 15,  15 , 0.656, 1.191, 0.667, 2.324, 0.683, 1.197, 0.672, 2.164, 0.682, 1.194, 0.833, 5.186, 0.667, 1.198, 0.792, 5.134, 1.000, 1.000, 1.000, 0.000
test16
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  16 , 0.492, 1.249, 0.503, 0.306, 0.490, 1.242, 0.506, 0.367, 0.578, 1.334, 0.552, 5.696, 0.578, 1.334, 0.552, 5.601, 1.000, 1.000, 1.000, 0.000
 02,  16 , 0.516, 1.219, 0.595, 0.669, 0.503, 1.214, 0.580, 0.554, 0.605, 1.320, 0.580, 6.041, 0.605, 1.320, 0.580, 5.994, 1.000, 1.000, 1.000, 0.000
 03,  16 , 0.547, 1.190, 0.656, 0.700, 0.518, 1.194, 0.605, 0.602, 0.622, 1.314, 0.579, 6.858, 0.622, 1.314, 0.579, 6.924, 1.000, 1.000, 1.000, 0.000
 04,  16 , 0.559, 1.190, 0.658, 0.766, 0.533, 1.177, 0.689, 0.897, 0.634, 1.306, 0.581, 7.779, 0.634, 1.306, 0.581, 7.760, 1.000, 1.000, 1.000, 0.000
 05,  16 , 0.570, 1.188, 0.658, 0.919, 0.530, 1.170, 0.687, 0.902, 0.638, 1.301, 0.574, 8.911, 0.638, 1.301, 0.574, 8.844, 1.000, 1.000, 1.000, 0.000
 06,  16 , 0.559, 1.182, 0.652, 0.788, 0.558, 1.170, 0.700, 0.981, 0.621, 1.186, 0.686, 3.235, 0.635, 1.173, 0.665, 3.560, 1.000, 1.000, 1.000, 0.000
 07,  16 , 0.585, 1.184, 0.680, 1.032, 0.558, 1.176, 0.689, 0.922, 0.636, 1.164, 0.744, 3.586, 0.660, 1.160, 0.776, 3.394, 1.000, 1.000, 1.000, 0.000
 08,  16 , 0.605, 1.171, 0.738, 1.260, 0.580, 1.170, 0.682, 1.303, 0.638, 1.160, 0.768, 3.539, 0.701, 1.171, 0.800, 3.491, 1.000, 1.000, 1.000, 0.000
 09,  16 , 0.604, 1.178, 0.713, 1.086, 0.608, 1.173, 0.709, 1.360, 0.638, 1.154, 0.814, 3.588, 0.690, 1.170, 0.789, 3.665, 1.000, 1.000, 1.000, 0.000
 10,  16 , 0.583, 1.177, 0.691, 1.408, 0.588, 1.170, 0.698, 1.201, 0.648, 1.161, 0.774, 3.864, 0.704, 1.135, 0.787, 3.958, 1.000, 1.000, 1.000, 0.000
 11,  16 , 0.598, 1.185, 0.688, 1.672, 0.588, 1.169, 0.722, 1.503, 0.645, 1.174, 0.781, 3.956, 0.712, 1.146, 0.770, 3.958, 1.000, 1.000, 1.000, 0.000
 12,  16 , 0.575, 1.184, 0.662, 1.650, 0.570, 1.172, 0.696, 1.787, 0.658, 1.159, 0.799, 4.188, 0.657, 1.176, 0.757, 4.318, 1.000, 1.000, 1.000, 0.000
 13,  16 , 0.588, 1.188, 0.700, 2.207, 0.575, 1.177, 0.699, 2.231, 0.632, 1.159, 0.847, 4.628, 0.640, 1.153, 0.779, 4.368, 1.000, 1.000, 1.000, 0.000
 14,  16 , 0.588, 1.193, 0.667, 1.854, 0.565, 1.183, 0.655, 2.128, 0.647, 1.138, 0.844, 4.836, 0.591, 1.172, 0.772, 4.554, 1.000, 1.000, 1.000, 0.000
 15,  16 , 0.594, 1.189, 0.680, 2.105, 0.566, 1.180, 0.662, 1.948, 0.642, 1.171, 0.836, 4.945, 0.619, 1.158, 0.803, 5.070, 1.000, 1.000, 1.000, 0.000
test17
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
