test01
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  17 , 0.577, 1.188, 0.609, 0.401, 0.576, 1.188, 0.598, 0.366, 0.660, 1.272, 0.574, 5.615, 0.660, 1.272, 0.574, 5.639, 1.000, 1.000, 1.000, 0.000
 02,  17 , 0.565, 1.184, 0.615, 0.476, 0.583, 1.184, 0.654, 0.471, 0.660, 1.279, 0.578, 6.159, 0.660, 1.279, 0.578, 6.088, 1.000, 1.000, 1.000, 0.000
 03,  17 , 0.578, 1.168, 0.687, 0.690, 0.567, 1.177, 0.632, 0.565, 0.666, 1.280, 0.585, 7.086, 0.666, 1.280, 0.585, 7.011, 1.000, 1.000, 1.000, 0.000
 04,  17 , 0.589, 1.171, 0.682, 0.609, 0.569, 1.170, 0.701, 0.744, 0.682, 1.278, 0.598, 7.837, 0.682, 1.278, 0.598, 7.845, 1.000, 1.000, 1.000, 0.000
 05,  17 , 0.555, 1.192, 0.703, 0.860, 0.568, 1.194, 0.733, 0.796, 0.649, 1.311, 0.581, 8.931, 0.649, 1.311, 0.581, 8.909, 1.000, 1.000, 1.000, 0.000
 06,  17 , 0.561, 1.187, 0.704, 0.823, 0.570, 1.182, 0.776, 0.856, 0.680, 1.194, 0.710, 3.400, 0.588, 1.207, 0.722, 3.394, 1.000, 1.000, 1.000, 0.000
 07,  17 , 0.569, 1.187, 0.665, 0.945, 0.580, 1.180, 0.791, 1.110, 0.759, 1.187, 0.784, 3.377, 0.649, 1.132, 0.720, 3.334, 1.000, 1.000, 1.000, 0.000
 08,  17 , 0.563, 1.191, 0.691, 1.131, 0.559, 1.176, 0.772, 1.212, 0.769, 1.176, 0.849, 3.318, 0.726, 1.179, 0.757, 3.436, 1.000, 1.000, 1.000, 0.000
 09,  17 , 0.550, 1.204, 0.659, 1.266, 0.559, 1.194, 0.769, 1.152, 0.694, 1.203, 0.829, 3.314, 0.641, 1.201, 0.802, 3.499, 1.000, 1.000, 1.000, 0.000
 10,  17 , 0.605, 1.203, 0.668, 1.371, 0.557, 1.189, 0.739, 1.473, 0.716, 1.197, 0.858, 3.352, 0.666, 1.163, 0.818, 3.734, 1.000, 1.000, 1.000, 0.000
 11,  17 , 0.579, 1.198, 0.703, 1.376, 0.573, 1.186, 0.755, 1.585, 0.712, 1.172, 0.870, 3.546, 0.698, 1.180, 0.836, 3.806, 1.000, 1.000, 1.000, 0.000
 12,  17 , 0.599, 1.196, 0.727, 1.655, 0.582, 1.190, 0.746, 1.604, 0.725, 1.177, 0.890, 3.584, 0.699, 1.197, 0.844, 3.895, 1.000, 1.000, 1.000, 0.000
 13,  17 , 0.606, 1.194, 0.720, 1.965, 0.594, 1.189, 0.740, 1.720, 0.738, 1.177, 0.866, 3.796, 0.739, 1.184, 0.878, 3.563, 1.000, 1.000, 1.000, 0.000
 14,  17 , 0.611, 1.203, 0.689, 2.073, 0.583, 1.192, 0.750, 1.682, 0.744, 1.168, 0.848, 4.146, 0.709, 1.183, 0.825, 4.337, 1.000, 1.000, 1.000, 0.000
 15,  17 , 0.599, 1.202, 0.659, 1.931, 0.589, 1.190, 0.717, 1.926, 0.720, 1.184, 0.831, 4.601, 0.693, 1.181, 0.847, 4.861, 1.000, 1.000, 1.000, 0.000
test18
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  18 , 0.602, 1.191, 0.617, 0.405, 0.593, 1.197, 0.589, 0.291, 0.691, 1.275, 0.616, 5.638, 0.691, 1.275, 0.616, 5.580, 1.000, 1.000, 1.000, 0.000
 02,  18 , 0.624, 1.176, 0.675, 0.686, 0.604, 1.171, 0.622, 0.523, 0.715, 1.267, 0.642, 5.989, 0.715, 1.267, 0.642, 6.006, 1.000, 1.000, 1.000, 0.000
 03,  18 , 0.626, 1.162, 0.710, 0.672, 0.609, 1.154, 0.667, 0.726, 0.716, 1.259, 0.643, 6.730, 0.716, 1.259, 0.643, 6.798, 1.000, 1.000, 1.000, 0.000
 04,  18 , 0.615, 1.202, 0.723, 0.795, 0.591, 1.192, 0.647, 0.738, 0.686, 1.298, 0.623, 7.634, 0.686, 1.298, 0.623, 7.622, 1.000, 1.000, 1.000, 0.000
 05,  18 , 0.614, 1.194, 0.755, 0.935, 0.585, 1.180, 0.676, 0.884, 0.679, 1.298, 0.609, 8.687, 0.679, 1.298, 0.609, 8.743, 1.000, 1.000, 1.000, 0.000
 06,  18 , 0.603, 1.202, 0.729, 1.058, 0.588, 1.186, 0.672, 0.981, 0.598, 1.210, 0.702, 3.442, 0.593, 1.198, 0.720, 3.449, 1.000, 1.000, 1.000, 0.000
 07,  18 , 0.591, 1.200, 0.716, 0.906, 0.613, 1.181, 0.675, 1.191, 0.694, 1.187, 0.762, 3.186, 0.628, 1.179, 0.793, 3.373, 1.000, 1.000, 1.000, 0.000
 08,  18 , 0.597, 1.219, 0.712, 1.111, 0.594, 1.206, 0.680, 1.271, 0.678, 1.171, 0.803, 3.406, 0.677, 1.197, 0.814, 3.575, 1.000, 1.000, 1.000, 0.000
 09,  18 , 0.600, 1.225, 0.734, 1.038, 0.585, 1.203, 0.699, 1.161, 0.648, 1.185, 0.820, 3.598, 0.664, 1.206, 0.830, 3.566, 1.000, 1.000, 1.000, 0.000
 10,  18 , 0.603, 1.226, 0.734, 1.374, 0.589, 1.217, 0.725, 1.424, 0.646, 1.220, 0.841, 3.638, 0.679, 1.189, 0.827, 3.692, 1.000, 1.000, 1.000, 0.000
 11,  18 , 0.596, 1.231, 0.725, 1.618, 0.572, 1.221, 0.689, 1.365, 0.636, 1.208, 0.855, 3.733, 0.655, 1.230, 0.812, 3.927, 1.000, 1.000, 1.000, 0.000
 12,  18 , 0.586, 1.225, 0.679, 1.345, 0.565, 1.213, 0.676, 1.506, 0.631, 1.172, 0.879, 3.668, 0.649, 1.183, 0.847, 4.237, 1.000, 1.000, 1.000, 0.000
 13,  18 , 0.580, 1.234, 0.693, 1.739, 0.553, 1.227, 0.668, 1.683, 0.615, 1.206, 0.851, 4.085, 0.630, 1.223, 0.820, 4.383, 1.000, 1.000, 1.000, 0.000
 14,  18 , 0.574, 1.227, 0.675, 1.819, 0.555, 1.216, 0.670, 2.009, 0.631, 1.210, 0.839, 4.388, 0.700, 1.195, 0.809, 4.698, 1.000, 1.000, 1.000, 0.000
 15,  18 , 0.574, 1.217, 0.689, 2.295, 0.569, 1.214, 0.703, 2.295, 0.600, 1.197, 0.849, 4.736, 0.654, 1.214, 0.787, 5.068, 1.000, 1.000, 1.000, 0.000
test19
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  19 , 0.683, 1.140, 0.570, 0.307, 0.694, 1.142, 0.579, 0.395, 0.756, 1.216, 0.597, 5.304, 0.756, 1.216, 0.597, 5.335, 1.000, 1.000, 1.000, 0.000
 02,  19 , 0.715, 1.125, 0.631, 0.538, 0.741, 1.128, 0.673, 0.609, 0.797, 1.208, 0.653, 5.652, 0.797, 1.208, 0.653, 5.654, 1.000, 1.000, 1.000, 0.000
 03,  19 , 0.758, 1.123, 0.731, 0.736, 0.756, 1.130, 0.711, 0.795, 0.836, 1.205, 0.695, 6.175, 0.836, 1.205, 0.695, 6.262, 1.000, 1.000, 1.000, 0.000
 04,  19 , 0.768, 1.119, 0.738, 0.769, 0.760, 1.120, 0.716, 0.691, 0.855, 1.198, 0.724, 6.750, 0.855, 1.198, 0.724, 6.894, 1.000, 1.000, 1.000, 0.000
 05,  19 , 0.738, 1.139, 0.714, 0.821, 0.722, 1.133, 0.707, 0.815, 0.844, 1.217, 0.731, 7.523, 0.844, 1.217, 0.731, 7.479, 1.000, 1.000, 1.000, 0.000
 06,  19 , 0.732, 1.134, 0.708, 0.983, 0.744, 1.133, 0.720, 0.686, 0.862, 1.154, 0.799, 3.125, 0.841, 1.134, 0.776, 3.192, 1.000, 1.000, 1.000, 0.000
 07,  19 , 0.757, 1.128, 0.733, 0.975, 0.751, 1.132, 0.732, 1.152, 0.881, 1.146, 0.832, 3.122, 0.818, 1.093, 0.851, 3.249, 1.000, 1.000, 1.000, 0.000
 08,  19 , 0.785, 1.126, 0.772, 1.174, 0.749, 1.135, 0.703, 1.175, 0.840, 1.142, 0.865, 3.249, 0.826, 1.129, 0.875, 3.217, 1.000, 1.000, 1.000, 0.000
 09,  19 , 0.787, 1.133, 0.764, 1.356, 0.761, 1.134, 0.739, 1.262, 0.882, 1.125, 0.867, 3.409, 0.847, 1.149, 0.865, 3.297, 1.000, 1.000, 1.000, 0.000
 10,  19 , 0.759, 1.151, 0.715, 1.260, 0.754, 1.151, 0.714, 1.335, 0.902, 1.152, 0.863, 3.512, 0.832, 1.147, 0.843, 3.533, 1.000, 1.000, 1.000, 0.000
 11,  19 , 0.753, 1.146, 0.705, 1.566, 0.749, 1.138, 0.738, 1.607, 0.853, 1.134, 0.832, 3.767, 0.846, 1.148, 0.842, 3.679, 1.000, 1.000, 1.000, 0.000
 12,  19 , 0.719, 1.141, 0.692, 1.617, 0.715, 1.142, 0.704, 1.503, 0.876, 1.134, 0.840, 4.003, 0.757, 1.035, 0.853, 4.070, 1.000, 1.000, 1.000, 0.000
 13,  19 , 0.708, 1.149, 0.685, 1.653, 0.710, 1.149, 0.689, 1.962, 0.874, 1.143, 0.823, 4.295, 0.718, 1.072, 0.796, 4.725, 1.000, 1.000, 1.000, 0.000
 14,  19 , 0.701, 1.151, 0.670, 2.027, 0.715, 1.155, 0.697, 2.009, 0.897, 1.155, 0.823, 4.697, 0.798, 1.114, 0.824, 4.809, 1.000, 1.000, 1.000, 0.000
 15,  19 , 0.697, 1.151, 0.665, 1.935, 0.708, 1.155, 0.688, 2.122, 0.871, 1.138, 0.842, 4.766, 0.795, 1.166, 0.821, 5.064, 1.000, 1.000, 1.000, 0.000
test20
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  20 , 0.599, 1.166, 0.542, 0.351, 0.594, 1.154, 0.534, 0.408, 0.648, 1.276, 0.551, 5.557, 0.648, 1.276, 0.551, 5.539, 1.000, 1.000, 1.000, 0.000
 02,  20 , 0.607, 1.149, 0.553, 0.668, 0.598, 1.143, 0.550, 0.584, 0.661, 1.270, 0.558, 6.251, 0.661, 1.270, 0.558, 6.227, 1.000, 1.000, 1.000, 0.000
 03,  20 , 0.636, 1.140, 0.586, 0.652, 0.634, 1.131, 0.592, 0.755, 0.684, 1.271, 0.564, 7.223, 0.684, 1.271, 0.564, 7.290, 1.000, 1.000, 1.000, 0.000
 04,  20 , 0.618, 1.142, 0.588, 0.916, 0.621, 1.147, 0.588, 0.828, 0.674, 1.287, 0.563, 8.033, 0.674, 1.287, 0.563, 8.014, 1.000, 1.000, 1.000, 0.000
 05,  20 , 0.600, 1.130, 0.559, 0.704, 0.639, 1.147, 0.573, 0.763, 0.673, 1.286, 0.566, 9.060, 0.673, 1.286, 0.566, 9.045, 1.000, 1.000, 1.000, 0.000
 06,  20 , 0.641, 1.132, 0.622, 0.986, 0.666, 1.132, 0.596, 0.903, 0.610, 1.062, 0.701, 3.771, 0.580, 1.112, 0.654, 3.203, 1.000, 1.000, 1.000, 0.000
 07,  20 , 0.637, 1.128, 0.607, 0.990, 0.659, 1.140, 0.587, 1.059, 0.687, 1.126, 0.708, 3.848, 0.446, 1.023, 0.790, 3.541, 1.000, 1.000, 1.000, 0.000
 08,  20 , 0.618, 1.124, 0.586, 1.068, 0.666, 1.132, 0.597, 1.195, 0.704, 1.112, 0.726, 3.988, 0.563, 1.055, 0.796, 3.650, 1.000, 1.000, 1.000, 0.000
 09,  20 , 0.625, 1.124, 0.572, 1.428, 0.661, 1.128, 0.594, 1.289, 0.660, 1.074, 0.779, 3.982, 0.589, 1.062, 0.778, 4.866, 1.000, 1.000, 1.000, 0.000
 10,  20 , 0.654, 1.129, 0.591, 1.863, 0.658, 1.128, 0.575, 1.418, 0.692, 1.090, 0.727, 4.170, 0.566, 1.106, 0.733, 4.191, 1.000, 1.000, 1.000, 0.000
 11,  20 , 0.666, 1.128, 0.612, 1.531, 0.691, 1.129, 0.586, 1.552, 0.683, 1.050, 0.734, 4.461, 0.564, 1.131, 0.774, 4.241, 1.000, 1.000, 1.000, 0.000
 12,  20 , 0.633, 1.135, 0.583, 1.545, 0.657, 1.136, 0.573, 1.691, 0.633, 1.049, 0.761, 4.695, 0.553, 1.129, 0.831, 4.532, 1.000, 1.000, 1.000, 0.000
 13,  20 , 0.630, 1.143, 0.597, 1.985, 0.635, 1.143, 0.570, 1.985, 0.701, 1.058, 0.736, 4.977, 0.575, 1.136, 0.815, 4.456, 1.000, 1.000, 1.000, 0.000
 14,  20 , 0.620, 1.142, 0.585, 2.027, 0.648, 1.147, 0.576, 2.010, 0.736, 1.078, 0.717, 5.372, 0.610, 1.121, 0.833, 4.704, 1.000, 1.000, 1.000, 0.000
 15,  20 , 0.633, 1.144, 0.590, 2.342, 0.668, 1.146, 0.617, 2.358, 0.652, 1.124, 0.726, 5.616, 0.620, 1.168, 0.786, 5.237, 1.000, 1.000, 1.000, 0.000
overall mean
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,GT,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  all, 0.593, 1.198, 0.570, 0.423, 0.589, 1.198, 0.566, 0.392, 0.661, 1.287, 0.583, 5.688, 0.661, 1.287, 0.583, 5.552, 1.000, 1.000, 1.000, 0.000
 02,  all, 0.614, 1.184, 0.625, 0.654, 0.610, 1.179, 0.632, 0.631, 0.679, 1.283, 0.607, 6.068, 0.679, 1.283, 0.607, 6.204, 1.000, 1.000, 1.000, 0.000
 03,  all, 0.624, 1.174, 0.665, 0.691, 0.620, 1.171, 0.662, 0.710, 0.687, 1.284, 0.610, 6.912, 0.687, 1.284, 0.610, 6.868, 1.000, 1.000, 1.000, 0.000
 04,  all, 0.628, 1.173, 0.678, 0.803, 0.621, 1.170, 0.682, 0.813, 0.691, 1.287, 0.614, 7.735, 0.691, 1.287, 0.614, 7.764, 1.000, 1.000, 1.000, 0.000
 05,  all, 0.631, 1.172, 0.695, 0.901, 0.631, 1.167, 0.685, 0.903, 0.697, 1.287, 0.619, 8.794, 0.697, 1.287, 0.619, 8.882, 1.000, 1.000, 1.000, 0.000
 06,  all, 0.636, 1.172, 0.691, 0.989, 0.632, 1.169, 0.693, 0.978, 0.688, 1.175, 0.728, 3.207, 0.683, 1.175, 0.729, 3.278, 1.000, 1.000, 1.000, 0.000
 07,  all, 0.641, 1.172, 0.690, 1.081, 0.638, 1.169, 0.688, 1.101, 0.712, 1.159, 0.785, 3.409, 0.692, 1.147, 0.785, 3.437, 1.000, 1.000, 1.000, 0.000
 08,  all, 0.642, 1.172, 0.694, 1.218, 0.639, 1.169, 0.688, 1.186, 0.722, 1.161, 0.803, 3.474, 0.697, 1.141, 0.817, 3.450, 1.000, 1.000, 1.000, 0.000
 09,  all, 0.641, 1.173, 0.690, 1.355, 0.638, 1.169, 0.684, 1.317, 0.721, 1.159, 0.814, 3.695, 0.703, 1.145, 0.815, 3.713, 1.000, 1.000, 1.000, 0.000
 10,  all, 0.646, 1.173, 0.686, 1.425, 0.642, 1.171, 0.679, 1.423, 0.719, 1.161, 0.823, 3.793, 0.706, 1.148, 0.822, 3.819, 1.000, 1.000, 1.000, 0.000
 11,  all, 0.650, 1.175, 0.687, 1.556, 0.642, 1.172, 0.683, 1.559, 0.725, 1.159, 0.822, 4.007, 0.719, 1.150, 0.824, 4.003, 1.000, 1.000, 1.000, 0.000
 12,  all, 0.647, 1.174, 0.683, 1.688, 0.646, 1.173, 0.679, 1.707, 0.723, 1.145, 0.836, 4.218, 0.718, 1.152, 0.832, 4.302, 1.000, 1.000, 1.000, 0.000
 13,  all, 0.649, 1.175, 0.682, 2.000, 0.646, 1.173, 0.677, 1.972, 0.735, 1.153, 0.826, 4.538, 0.718, 1.161, 0.830, 4.438, 1.000, 1.000, 1.000, 0.000
 14,  all, 0.654, 1.176, 0.676, 2.067, 0.646, 1.174, 0.677, 2.096, 0.749, 1.156, 0.822, 4.803, 0.726, 1.160, 0.826, 4.783, 1.000, 1.000, 1.000, 0.000
 15,  all, 0.654, 1.176, 0.679, 2.317, 0.650, 1.175, 0.674, 2.260, 0.729, 1.164, 0.820, 5.033, 0.726, 1.163, 0.827, 5.220, 1.000, 1.000, 1.000, 0.000
