testType,bGraphMatch,unaryFeat,edgeFeat,inCntType,database,category,testCnt,iter#,total node#,outlier#,complete,density,deform,graph#,alg#,scale,edgeWeight,initConstWeight,consStep,constWeightMax,iterImmune
formal,1,0,1,all,synthetic,outlier,50,6,10,4,1.00,1.00,0.05,40,11,0.05,1.00,0.20,1.10,1.00,2

