test01
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 09,  30 , 0.743, 1.050, 0.662, 0.853, 0.808, 1.053, 0.715, 0.981, 0.981, 1.070, 0.808, 2.813, 0.941, 1.064, 0.809, 2.874
 10,  30 , 0.816, 1.057, 0.701, 1.067, 0.803, 1.058, 0.681, 0.986, 0.986, 1.070, 0.806, 3.053, 0.944, 1.064, 0.813, 3.029
 11,  30 , 0.798, 1.060, 0.672, 0.997, 0.775, 1.056, 0.640, 0.900, 0.991, 1.066, 0.814, 3.107, 0.946, 1.061, 0.807, 3.123
 12,  30 , 0.807, 1.056, 0.678, 1.126, 0.867, 1.061, 0.700, 1.223, 0.991, 1.074, 0.808, 3.311, 0.991, 1.066, 0.825, 3.195
 13,  30 , 0.799, 1.056, 0.659, 1.160, 0.849, 1.058, 0.679, 1.167, 0.991, 1.071, 0.813, 3.483, 0.991, 1.072, 0.809, 3.454
 14,  30 , 0.804, 1.057, 0.694, 1.331, 0.838, 1.055, 0.675, 1.123, 0.983, 1.065, 0.802, 3.666, 0.992, 1.071, 0.800, 3.680
 15,  30 , 0.785, 1.057, 0.672, 1.304, 0.816, 1.055, 0.659, 1.340, 0.948, 1.059, 0.792, 3.908, 0.983, 1.066, 0.801, 3.946
test31
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  31 , 0.536, 1.055, 0.452, 0.283, 0.536, 1.056, 0.427, 0.317, 0.611, 1.122, 0.438, 5.914, 0.611, 1.122, 0.438, 5.926
 02,  31 , 0.560, 1.042, 0.500, 0.444, 0.543, 1.038, 0.489, 0.374, 0.749, 1.122, 0.566, 6.392, 0.749, 1.122, 0.566, 6.409
 03,  31 , 0.549, 1.035, 0.529, 0.536, 0.541, 1.028, 0.519, 0.413, 0.710, 1.127, 0.541, 7.751, 0.710, 1.127, 0.541, 7.386
 04,  31 , 0.567, 1.034, 0.542, 0.506, 0.569, 1.026, 0.561, 0.570, 0.739, 1.126, 0.585, 7.642, 0.739, 1.126, 0.585, 7.717
 05,  31 , 0.560, 1.029, 0.523, 0.548, 0.561, 1.022, 0.526, 0.743, 0.790, 1.121, 0.649, 8.367, 0.790, 1.121, 0.649, 8.323
 06,  31 , 0.562, 1.029, 0.521, 0.671, 0.645, 1.032, 0.548, 0.743, 0.785, 1.065, 0.720, 2.807, 0.776, 1.048, 0.679, 2.359
 07,  31 , 0.591, 1.039, 0.514, 0.726, 0.633, 1.036, 0.524, 0.835, 0.763, 1.054, 0.738, 2.798, 0.744, 1.060, 0.714, 2.918
 08,  31 , 0.601, 1.037, 0.517, 0.795, 0.645, 1.039, 0.520, 0.846, 0.767, 1.053, 0.755, 2.829, 0.755, 1.050, 0.728, 3.016
 09,  31 , 0.562, 1.034, 0.498, 0.907, 0.626, 1.035, 0.537, 0.832, 0.738, 1.049, 0.743, 3.049, 0.817, 1.053, 0.756, 3.174
 10,  31 , 0.568, 1.032, 0.510, 0.990, 0.664, 1.041, 0.560, 1.073, 0.779, 1.046, 0.755, 3.312, 0.832, 1.050, 0.755, 3.187
 11,  31 , 0.628, 1.038, 0.552, 1.151, 0.682, 1.047, 0.558, 1.145, 0.842, 1.055, 0.776, 3.471, 0.801, 1.048, 0.770, 3.323
 12,  31 , 0.623, 1.042, 0.546, 1.256, 0.686, 1.051, 0.572, 1.169, 0.846, 1.057, 0.787, 3.517, 0.856, 1.055, 0.784, 3.427
 13,  31 , 0.623, 1.044, 0.533, 1.277, 0.708, 1.059, 0.576, 1.337, 0.841, 1.067, 0.781, 3.713, 0.828, 1.050, 0.775, 3.701
 14,  31 , 0.621, 1.046, 0.527, 1.460, 0.704, 1.055, 0.570, 1.325, 0.824, 1.059, 0.771, 3.917, 0.877, 1.069, 0.761, 4.116
 15,  31 , 0.612, 1.044, 0.511, 1.445, 0.700, 1.057, 0.553, 1.447, 0.821, 1.068, 0.767, 4.215, 0.852, 1.061, 0.799, 4.245
test32
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  32 , 0.729, 1.071, 0.604, 0.281, 0.725, 1.073, 0.587, 0.252, 0.828, 1.128, 0.635, 5.625, 0.828, 1.128, 0.635, 5.645
 02,  32 , 0.731, 1.064, 0.608, 0.418, 0.725, 1.070, 0.601, 0.385, 0.876, 1.127, 0.688, 6.157, 0.876, 1.127, 0.688, 6.024
 03,  32 , 0.695, 1.056, 0.606, 0.441, 0.713, 1.062, 0.601, 0.454, 0.880, 1.126, 0.687, 6.536, 0.880, 1.126, 0.687, 6.516
 04,  32 , 0.712, 1.056, 0.609, 0.544, 0.719, 1.060, 0.589, 0.546, 0.890, 1.125, 0.697, 7.119, 0.890, 1.125, 0.697, 7.088
 05,  32 , 0.736, 1.057, 0.612, 0.708, 0.711, 1.052, 0.603, 0.611, 0.893, 1.123, 0.692, 7.848, 0.893, 1.123, 0.692, 7.869
 06,  32 , 0.737, 1.055, 0.608, 0.723, 0.719, 1.052, 0.601, 0.703, 0.892, 1.054, 0.772, 2.737, 0.918, 1.069, 0.772, 2.689
 07,  32 , 0.730, 1.054, 0.611, 0.730, 0.694, 1.050, 0.597, 0.831, 0.871, 1.059, 0.767, 2.738, 0.882, 1.063, 0.759, 2.701
 08,  32 , 0.747, 1.054, 0.637, 0.909, 0.674, 1.048, 0.580, 0.898, 0.872, 1.051, 0.777, 2.793, 0.884, 1.062, 0.761, 2.816
 09,  32 , 0.745, 1.054, 0.624, 0.848, 0.696, 1.048, 0.604, 0.912, 0.890, 1.057, 0.798, 2.957, 0.917, 1.056, 0.797, 2.986
 10,  32 , 0.746, 1.054, 0.613, 1.055, 0.693, 1.045, 0.584, 1.029, 0.925, 1.066, 0.803, 3.056, 0.916, 1.060, 0.799, 3.035
 11,  32 , 0.734, 1.048, 0.623, 0.967, 0.676, 1.045, 0.581, 0.970, 0.897, 1.055, 0.811, 3.176, 0.917, 1.051, 0.776, 3.332
 12,  32 , 0.766, 1.049, 0.638, 1.253, 0.676, 1.041, 0.568, 1.143, 0.901, 1.053, 0.796, 3.343, 0.911, 1.056, 0.804, 3.387
 13,  32 , 0.765, 1.056, 0.611, 1.335, 0.690, 1.050, 0.570, 1.259, 0.903, 1.052, 0.794, 3.613, 0.903, 1.059, 0.791, 3.509
 14,  32 , 0.763, 1.056, 0.605, 1.352, 0.674, 1.047, 0.546, 1.135, 0.893, 1.057, 0.807, 3.791, 0.907, 1.063, 0.794, 3.870
 15,  32 , 0.763, 1.054, 0.599, 1.331, 0.668, 1.045, 0.528, 1.462, 0.894, 1.062, 0.795, 3.993, 0.906, 1.055, 0.778, 4.044
test33
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  33 , 0.884, 1.062, 0.652, 0.362, 0.823, 1.065, 0.631, 0.281, 0.933, 1.112, 0.742, 5.201, 0.933, 1.112, 0.742, 5.173
 02,  33 , 0.880, 1.057, 0.660, 0.497, 0.819, 1.052, 0.691, 0.479, 0.931, 1.112, 0.739, 5.563, 0.931, 1.112, 0.739, 5.523
 03,  33 , 0.861, 1.053, 0.656, 0.573, 0.793, 1.051, 0.653, 0.417, 0.880, 1.114, 0.695, 6.352, 0.880, 1.114, 0.695, 6.124
 04,  33 , 0.884, 1.058, 0.676, 0.501, 0.785, 1.048, 0.682, 0.528, 0.934, 1.116, 0.736, 6.647, 0.934, 1.116, 0.736, 6.663
 05,  33 , 0.857, 1.057, 0.655, 0.569, 0.779, 1.053, 0.668, 0.655, 0.931, 1.119, 0.727, 7.362, 0.931, 1.119, 0.727, 7.348
 06,  33 , 0.869, 1.058, 0.661, 0.649, 0.828, 1.053, 0.706, 0.765, 0.943, 1.061, 0.798, 2.474, 0.928, 1.062, 0.782, 2.634
 07,  33 , 0.873, 1.058, 0.667, 0.737, 0.840, 1.058, 0.717, 0.703, 0.955, 1.060, 0.822, 2.684, 0.941, 1.055, 0.798, 2.685
 08,  33 , 0.870, 1.063, 0.658, 0.796, 0.832, 1.057, 0.702, 0.585, 0.959, 1.062, 0.807, 2.763, 0.945, 1.056, 0.791, 2.917
 09,  33 , 0.866, 1.058, 0.658, 0.764, 0.845, 1.059, 0.720, 0.904, 0.953, 1.059, 0.812, 2.829, 0.958, 1.065, 0.801, 2.923
 10,  33 , 0.882, 1.066, 0.666, 0.995, 0.837, 1.057, 0.691, 0.985, 0.943, 1.058, 0.807, 3.054, 0.934, 1.059, 0.785, 3.081
 11,  33 , 0.914, 1.067, 0.697, 1.176, 0.871, 1.056, 0.707, 0.979, 0.924, 1.060, 0.797, 3.285, 0.939, 1.067, 0.792, 3.330
 12,  33 , 0.916, 1.065, 0.697, 1.270, 0.858, 1.061, 0.708, 0.984, 0.930, 1.056, 0.800, 3.467, 0.943, 1.058, 0.786, 3.497
 13,  33 , 0.937, 1.065, 0.704, 1.219, 0.837, 1.056, 0.684, 1.234, 0.948, 1.058, 0.815, 3.543, 0.960, 1.058, 0.796, 3.691
 14,  33 , 0.940, 1.066, 0.708, 1.432, 0.854, 1.061, 0.686, 1.319, 0.942, 1.066, 0.808, 3.837, 0.961, 1.062, 0.789, 3.921
 15,  33 , 0.933, 1.067, 0.687, 1.334, 0.834, 1.062, 0.661, 1.369, 0.938, 1.060, 0.797, 4.057, 0.886, 1.030, 0.803, 4.059
test34
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  34 , 0.641, 1.039, 0.477, 0.301, 0.660, 1.046, 0.498, 0.321, 0.837, 1.113, 0.632, 5.613, 0.837, 1.113, 0.632, 7.186
 02,  34 , 0.667, 1.036, 0.537, 0.717, 0.647, 1.042, 0.505, 0.387, 0.931, 1.120, 0.733, 5.741, 0.931, 1.120, 0.733, 5.823
 03,  34 , 0.636, 1.029, 0.530, 0.525, 0.644, 1.037, 0.552, 0.657, 0.946, 1.119, 0.758, 5.792, 0.946, 1.119, 0.758, 6.100
 04,  34 , 0.604, 1.027, 0.550, 0.519, 0.669, 1.041, 0.595, 0.596, 0.948, 1.118, 0.758, 6.289, 0.948, 1.118, 0.758, 6.381
 05,  34 , 0.656, 1.031, 0.585, 0.661, 0.682, 1.044, 0.604, 0.695, 0.950, 1.117, 0.758, 6.904, 0.950, 1.117, 0.758, 6.905
 06,  34 , 0.651, 1.032, 0.601, 0.715, 0.745, 1.045, 0.663, 0.702, 0.925, 1.061, 0.778, 2.543, 0.913, 1.059, 0.811, 2.539
 07,  34 , 0.623, 1.033, 0.592, 0.702, 0.706, 1.049, 0.633, 0.900, 0.893, 1.064, 0.771, 2.666, 0.883, 1.063, 0.781, 2.666
 08,  34 , 0.707, 1.049, 0.634, 0.778, 0.739, 1.045, 0.667, 0.832, 0.900, 1.058, 0.801, 2.824, 0.901, 1.059, 0.795, 2.830
 09,  34 , 0.725, 1.049, 0.642, 0.832, 0.766, 1.049, 0.644, 0.912, 0.906, 1.058, 0.821, 2.890, 0.914, 1.066, 0.813, 2.818
 10,  34 , 0.714, 1.048, 0.622, 0.994, 0.724, 1.053, 0.610, 0.948, 0.899, 1.060, 0.802, 3.021, 0.909, 1.055, 0.807, 2.979
 11,  34 , 0.679, 1.044, 0.606, 1.078, 0.753, 1.052, 0.658, 1.136, 0.470, 0.949, 0.803, 3.187, 0.918, 1.060, 0.808, 3.153
 12,  34 , 0.762, 1.054, 0.637, 1.240, 0.788, 1.049, 0.638, 1.142, 0.468, 0.966, 0.709, 3.832, 0.915, 1.064, 0.802, 3.319
 13,  34 , 0.760, 1.050, 0.640, 1.241, 0.807, 1.058, 0.654, 1.230, 0.720, 0.998, 0.680, 4.021, 0.917, 1.066, 0.805, 3.554
 14,  34 , 0.766, 1.052, 0.641, 1.235, 0.840, 1.062, 0.672, 1.144, 0.886, 1.048, 0.760, 4.129, 0.949, 1.062, 0.800, 3.738
 15,  34 , 0.743, 1.052, 0.632, 1.228, 0.856, 1.069, 0.690, 1.528, 0.942, 1.061, 0.791, 4.152, 0.949, 1.065, 0.805, 3.910
test35
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  35 , 0.914, 1.074, 0.704, 0.286, 0.901, 1.072, 0.703, 0.278, 0.992, 1.118, 0.760, 4.809, 0.992, 1.118, 0.760, 4.788
 02,  35 , 0.909, 1.073, 0.689, 0.378, 0.901, 1.074, 0.703, 0.423, 0.991, 1.117, 0.757, 5.258, 0.991, 1.117, 0.757, 5.243
 03,  35 , 0.865, 1.073, 0.689, 0.450, 0.847, 1.071, 0.675, 0.492, 0.990, 1.118, 0.753, 5.853, 0.990, 1.118, 0.753, 5.888
 04,  35 , 0.864, 1.063, 0.659, 0.518, 0.872, 1.071, 0.673, 0.453, 0.989, 1.118, 0.750, 6.633, 0.989, 1.118, 0.750, 6.498
 05,  35 , 0.847, 1.061, 0.643, 0.558, 0.871, 1.073, 0.669, 0.594, 0.989, 1.119, 0.753, 7.191, 0.989, 1.119, 0.753, 7.173
 06,  35 , 0.866, 1.064, 0.658, 0.727, 0.878, 1.069, 0.670, 0.653, 0.987, 1.063, 0.791, 2.576, 0.985, 1.059, 0.797, 2.117
 07,  35 , 0.854, 1.064, 0.650, 0.722, 0.859, 1.071, 0.646, 0.599, 0.904, 1.033, 0.811, 2.637, 0.997, 1.061, 0.811, 2.644
 08,  35 , 0.860, 1.064, 0.655, 0.761, 0.857, 1.070, 0.656, 0.905, 0.901, 1.035, 0.788, 2.997, 0.998, 1.069, 0.808, 2.767
 09,  35 , 0.823, 1.062, 0.633, 0.860, 0.853, 1.069, 0.647, 0.915, 0.997, 1.068, 0.814, 3.017, 0.999, 1.073, 0.814, 2.852
 10,  35 , 0.848, 1.059, 0.629, 0.982, 0.906, 1.070, 0.693, 0.978, 0.998, 1.066, 0.813, 3.026, 0.999, 1.064, 0.808, 2.969
 11,  35 , 0.859, 1.061, 0.650, 0.976, 0.887, 1.073, 0.678, 1.059, 0.999, 1.059, 0.808, 3.150, 1.000, 1.065, 0.812, 3.123
 12,  35 , 0.804, 1.055, 0.616, 0.886, 0.853, 1.070, 0.661, 1.142, 0.990, 1.065, 0.801, 3.390, 0.989, 1.062, 0.805, 3.383
 13,  35 , 0.821, 1.061, 0.622, 1.152, 0.862, 1.069, 0.659, 1.133, 0.989, 1.060, 0.795, 3.511, 0.983, 1.065, 0.803, 3.543
 14,  35 , 0.851, 1.062, 0.640, 1.212, 0.867, 1.069, 0.674, 1.111, 0.983, 1.061, 0.816, 3.655, 0.983, 1.058, 0.807, 3.729
 15,  35 , 0.832, 1.059, 0.626, 1.317, 0.877, 1.070, 0.667, 1.293, 0.999, 1.068, 0.811, 4.014, 1.000, 1.063, 0.808, 3.899
test36
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  36 , 0.936, 1.078, 0.734, 0.340, 0.940, 1.078, 0.730, 0.308, 0.954, 1.120, 0.734, 4.849, 0.954, 1.120, 0.734, 4.874
 02,  36 , 0.925, 1.075, 0.773, 0.481, 0.949, 1.078, 0.739, 0.448, 0.967, 1.119, 0.765, 5.053, 0.967, 1.119, 0.765, 5.095
 03,  36 , 0.916, 1.075, 0.783, 0.469, 0.943, 1.079, 0.758, 0.453, 0.955, 1.117, 0.763, 5.772, 0.955, 1.117, 0.763, 5.566
 04,  36 , 0.916, 1.074, 0.773, 0.494, 0.937, 1.070, 0.766, 0.580, 0.956, 1.115, 0.762, 6.059, 0.956, 1.115, 0.762, 6.096
 05,  36 , 0.971, 1.077, 0.778, 0.592, 0.944, 1.073, 0.768, 0.595, 0.969, 1.118, 0.756, 6.837, 0.969, 1.118, 0.756, 6.848
 06,  36 , 0.960, 1.079, 0.749, 0.533, 0.961, 1.074, 0.750, 0.689, 0.975, 1.065, 0.812, 2.460, 0.968, 1.073, 0.801, 2.543
 07,  36 , 0.969, 1.079, 0.760, 0.598, 0.962, 1.074, 0.747, 0.782, 0.975, 1.066, 0.801, 2.584, 0.969, 1.061, 0.812, 2.555
 08,  36 , 0.971, 1.080, 0.752, 0.784, 0.955, 1.076, 0.738, 0.698, 0.978, 1.072, 0.804, 2.690, 0.969, 1.066, 0.798, 2.724
 09,  36 , 0.978, 1.078, 0.759, 0.705, 0.957, 1.076, 0.734, 0.908, 0.980, 1.066, 0.809, 2.838, 0.907, 1.026, 0.813, 2.903
 10,  36 , 0.979, 1.081, 0.758, 0.818, 0.956, 1.076, 0.740, 0.748, 0.980, 1.065, 0.808, 3.001, 0.933, 1.047, 0.780, 3.150
 11,  36 , 0.981, 1.079, 0.757, 0.957, 0.931, 1.073, 0.718, 0.809, 0.981, 1.062, 0.815, 3.109, 0.975, 1.065, 0.808, 3.257
 12,  36 , 0.980, 1.078, 0.761, 1.150, 0.934, 1.072, 0.709, 1.048, 0.908, 1.022, 0.801, 3.363, 0.977, 1.064, 0.804, 3.392
 13,  36 , 0.971, 1.079, 0.743, 1.150, 0.963, 1.079, 0.730, 1.216, 0.972, 1.052, 0.777, 3.747, 0.975, 1.067, 0.807, 3.541
 14,  36 , 0.979, 1.077, 0.742, 1.096, 0.963, 1.074, 0.734, 1.093, 0.979, 1.063, 0.795, 3.882, 0.980, 1.059, 0.801, 3.780
 15,  36 , 0.964, 1.073, 0.728, 1.082, 0.949, 1.074, 0.713, 1.087, 0.982, 1.062, 0.798, 4.006, 0.978, 1.066, 0.808, 3.952
test37
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  37 , 0.915, 1.077, 0.682, 0.284, 0.881, 1.080, 0.688, 0.279, 0.969, 1.112, 0.735, 5.086, 0.969, 1.112, 0.735, 5.074
 02,  37 , 0.906, 1.070, 0.691, 0.433, 0.928, 1.072, 0.716, 0.417, 0.979, 1.113, 0.753, 5.295, 0.979, 1.113, 0.753, 5.281
 03,  37 , 0.913, 1.072, 0.720, 0.502, 0.893, 1.068, 0.691, 0.417, 0.980, 1.111, 0.760, 5.850, 0.980, 1.111, 0.760, 5.815
 04,  37 , 0.916, 1.069, 0.726, 0.580, 0.924, 1.070, 0.720, 0.631, 0.982, 1.113, 0.760, 6.409, 0.982, 1.113, 0.760, 6.260
 05,  37 , 0.920, 1.066, 0.753, 0.582, 0.930, 1.068, 0.729, 0.684, 0.981, 1.112, 0.760, 6.848, 0.981, 1.112, 0.760, 6.832
 06,  37 , 0.945, 1.067, 0.746, 0.706, 0.884, 1.059, 0.691, 0.613, 0.985, 1.057, 0.815, 2.490, 0.969, 1.051, 0.767, 2.072
 07,  37 , 0.944, 1.067, 0.720, 0.823, 0.901, 1.058, 0.713, 0.829, 0.987, 1.048, 0.830, 2.570, 0.988, 1.056, 0.807, 2.615
 08,  37 , 0.896, 1.062, 0.705, 0.700, 0.845, 1.052, 0.681, 0.712, 0.944, 1.061, 0.789, 2.725, 0.998, 1.060, 0.826, 2.721
 09,  37 , 0.873, 1.059, 0.690, 0.761, 0.838, 1.055, 0.673, 0.910, 0.988, 1.066, 0.824, 2.808, 0.909, 1.020, 0.813, 2.817
 10,  37 , 0.875, 1.059, 0.690, 0.943, 0.836, 1.056, 0.667, 0.937, 0.990, 1.056, 0.821, 2.978, 0.917, 1.032, 0.800, 3.240
 11,  37 , 0.822, 1.053, 0.648, 1.056, 0.805, 1.053, 0.654, 1.142, 0.988, 1.063, 0.813, 3.103, 0.966, 1.054, 0.781, 3.402
 12,  37 , 0.877, 1.058, 0.703, 1.215, 0.821, 1.051, 0.667, 1.147, 0.991, 1.060, 0.820, 3.249, 0.991, 1.054, 0.814, 3.456
 13,  37 , 0.867, 1.062, 0.691, 1.310, 0.796, 1.050, 0.669, 1.321, 0.950, 1.061, 0.784, 3.561, 0.949, 1.065, 0.785, 3.572
 14,  37 , 0.867, 1.061, 0.699, 1.438, 0.810, 1.052, 0.648, 1.317, 0.950, 1.050, 0.808, 3.702, 0.949, 1.064, 0.798, 3.799
 15,  37 , 0.851, 1.060, 0.681, 1.199, 0.794, 1.051, 0.634, 1.204, 0.951, 1.053, 0.803, 3.998, 0.951, 1.060, 0.805, 3.879
test38
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  38 , 0.381, 1.035, 0.445, 0.255, 0.390, 1.036, 0.442, 0.218, 0.397, 1.110, 0.341, 4.793, 0.397, 1.110, 0.341, 4.781
 02,  38 , 0.377, 1.020, 0.482, 0.384, 0.420, 1.022, 0.491, 0.412, 0.433, 1.113, 0.352, 7.234, 0.433, 1.113, 0.352, 6.843
 03,  38 , 0.392, 1.018, 0.489, 0.459, 0.437, 1.016, 0.492, 0.411, 0.461, 1.115, 0.354, 7.938, 0.461, 1.115, 0.354, 7.427
 04,  38 , 0.403, 1.018, 0.512, 0.507, 0.439, 1.016, 0.515, 0.567, 0.646, 1.117, 0.493, 8.076, 0.646, 1.117, 0.493, 8.119
 05,  38 , 0.419, 1.015, 0.480, 0.582, 0.496, 1.022, 0.531, 0.685, 0.764, 1.119, 0.603, 8.515, 0.764, 1.119, 0.603, 8.405
 06,  38 , 0.441, 1.024, 0.464, 0.620, 0.514, 1.028, 0.541, 0.690, 0.736, 1.053, 0.679, 2.359, 0.817, 1.061, 0.754, 2.681
 07,  38 , 0.474, 1.022, 0.508, 0.702, 0.509, 1.029, 0.529, 0.707, 0.832, 1.050, 0.739, 2.855, 0.815, 1.056, 0.742, 2.758
 08,  38 , 0.466, 1.026, 0.469, 0.846, 0.504, 1.033, 0.519, 0.886, 0.825, 1.058, 0.747, 3.132, 0.845, 1.054, 0.794, 2.853
 09,  38 , 0.481, 1.028, 0.468, 0.839, 0.519, 1.035, 0.509, 0.922, 0.834, 1.052, 0.769, 3.073, 0.832, 1.062, 0.773, 2.953
 10,  38 , 0.516, 1.038, 0.462, 0.992, 0.547, 1.037, 0.523, 1.007, 0.862, 1.059, 0.771, 3.203, 0.874, 1.068, 0.775, 3.142
 11,  38 , 0.495, 1.029, 0.474, 0.831, 0.552, 1.036, 0.502, 1.086, 0.834, 1.066, 0.798, 3.325, 0.837, 1.067, 0.762, 3.363
 12,  38 , 0.505, 1.036, 0.482, 1.251, 0.573, 1.041, 0.511, 1.139, 0.769, 1.052, 0.763, 3.548, 0.834, 1.055, 0.802, 3.519
 13,  38 , 0.516, 1.038, 0.484, 1.268, 0.575, 1.043, 0.513, 1.244, 0.798, 1.061, 0.772, 3.754, 0.837, 1.060, 0.774, 3.690
 14,  38 , 0.543, 1.047, 0.491, 1.353, 0.612, 1.050, 0.551, 1.486, 0.773, 1.060, 0.769, 3.946, 0.859, 1.064, 0.758, 4.001
 15,  38 , 0.597, 1.054, 0.541, 1.578, 0.649, 1.061, 0.580, 1.557, 0.780, 1.052, 0.778, 4.232, 0.827, 1.061, 0.747, 4.148
test39
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  39 , 0.349, 1.045, 0.393, 0.260, 0.356, 1.039, 0.404, 0.217, 0.393, 1.133, 0.333, 4.770, 0.393, 1.133, 0.333, 4.771
 02,  39 , 0.346, 1.021, 0.431, 0.306, 0.368, 1.024, 0.429, 0.321, 0.400, 1.134, 0.330, 5.412, 0.400, 1.134, 0.330, 5.482
 03,  39 , 0.335, 1.015, 0.444, 0.502, 0.348, 1.013, 0.467, 0.376, 0.400, 1.135, 0.322, 7.783, 0.400, 1.135, 0.322, 7.943
 04,  39 , 0.341, 1.000, 0.481, 0.468, 0.331, 1.001, 0.507, 0.528, 0.400, 1.133, 0.317, 8.520, 0.400, 1.133, 0.317, 8.462
 05,  39 , 0.354, 1.004, 0.519, 0.590, 0.351, 1.003, 0.516, 0.678, 0.422, 1.135, 0.325, 9.312, 0.422, 1.135, 0.325, 9.315
 06,  39 , 0.333, 1.000, 0.483, 0.568, 0.340, 1.001, 0.468, 0.643, 0.371, 1.014, 0.427, 1.995, 0.370, 1.032, 0.415, 0.532
 07,  39 , 0.329, 1.003, 0.469, 0.672, 0.346, 1.006, 0.461, 0.589, 0.403, 0.980, 0.507, 2.941, 0.391, 1.006, 0.459, 2.992
 08,  39 , 0.324, 0.999, 0.488, 0.790, 0.344, 1.005, 0.448, 0.833, 0.396, 0.965, 0.593, 3.152, 0.398, 0.995, 0.562, 3.039
 09,  39 , 0.321, 1.001, 0.445, 0.986, 0.326, 1.008, 0.442, 0.845, 0.398, 0.987, 0.594, 3.363, 0.352, 0.974, 0.594, 3.023
 10,  39 , 0.331, 1.002, 0.428, 0.915, 0.354, 1.012, 0.436, 0.963, 0.500, 1.017, 0.653, 3.500, 0.387, 0.974, 0.593, 3.152
 11,  39 , 0.324, 1.003, 0.449, 0.907, 0.366, 1.008, 0.440, 0.978, 0.508, 1.028, 0.728, 3.738, 0.441, 0.993, 0.581, 3.604
 12,  39 , 0.352, 1.008, 0.450, 1.182, 0.382, 1.008, 0.437, 1.067, 0.522, 1.022, 0.722, 3.960, 0.465, 0.995, 0.619, 3.887
 13,  39 , 0.334, 1.006, 0.445, 1.143, 0.391, 1.011, 0.433, 1.339, 0.540, 1.020, 0.732, 4.075, 0.540, 1.010, 0.643, 4.069
 14,  39 , 0.347, 1.009, 0.428, 1.144, 0.401, 1.014, 0.412, 1.126, 0.588, 1.044, 0.733, 4.285, 0.595, 1.017, 0.706, 4.436
 15,  39 , 0.345, 1.005, 0.433, 1.420, 0.385, 1.012, 0.420, 1.331, 0.574, 1.037, 0.721, 4.418, 0.692, 1.049, 0.697, 4.565
test40
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  40 , 0.952, 1.074, 0.755, 0.344, 0.956, 1.074, 0.763, 0.306, 0.972, 1.114, 0.744, 4.837, 0.972, 1.114, 0.744, 4.772
 02,  40 , 0.962, 1.071, 0.757, 0.471, 0.961, 1.069, 0.788, 0.401, 0.983, 1.112, 0.747, 5.318, 0.983, 1.112, 0.747, 5.334
 03,  40 , 0.905, 1.065, 0.735, 0.468, 0.900, 1.066, 0.744, 0.420, 0.930, 1.110, 0.750, 5.853, 0.930, 1.110, 0.750, 5.859
 04,  40 , 0.903, 1.069, 0.755, 0.532, 0.903, 1.068, 0.746, 0.583, 0.933, 1.113, 0.752, 6.343, 0.933, 1.113, 0.752, 6.356
 05,  40 , 0.904, 1.071, 0.763, 0.631, 0.914, 1.072, 0.745, 0.636, 0.937, 1.117, 0.755, 6.832, 0.937, 1.117, 0.755, 6.883
 06,  40 , 0.858, 1.066, 0.719, 0.625, 0.904, 1.073, 0.720, 0.590, 0.889, 1.055, 0.803, 2.125, 0.944, 1.057, 0.803, 2.543
 07,  40 , 0.860, 1.065, 0.735, 0.715, 0.920, 1.071, 0.734, 0.694, 0.843, 1.050, 0.828, 2.569, 0.946, 1.069, 0.813, 2.614
