test01
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 13,  30 , 0.683, 1.058, 0.558, 1.249, 0.608, 1.047, 0.540, 1.249, 0.800, 1.059, 0.787, 3.657, 0.837, 1.059, 0.762, 3.719
 14,  30 , 0.670, 1.054, 0.563, 1.459, 0.612, 1.045, 0.538, 1.234, 0.805, 1.057, 0.796, 3.871, 0.845, 1.062, 0.780, 3.943
 15,  30 , 0.695, 1.060, 0.591, 1.567, 0.624, 1.047, 0.526, 1.561, 0.815, 1.056, 0.790, 4.042, 0.840, 1.055, 0.793, 4.125
test31
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  31 , 0.439, 1.032, 0.423, 0.227, 0.450, 1.030, 0.437, 0.216, 0.456, 1.116, 0.337, 6.049, 0.456, 1.116, 0.337, 6.042
 02,  31 , 0.443, 1.011, 0.471, 0.405, 0.435, 1.013, 0.459, 0.340, 0.507, 1.119, 0.346, 6.589, 0.507, 1.119, 0.346, 6.660
 03,  31 , 0.455, 1.000, 0.513, 0.455, 0.443, 0.996, 0.564, 0.568, 0.608, 1.117, 0.396, 7.274, 0.608, 1.117, 0.396, 7.251
 04,  31 , 0.486, 1.003, 0.521, 0.567, 0.413, 0.988, 0.497, 0.573, 0.807, 1.119, 0.572, 7.698, 0.807, 1.119, 0.572, 7.669
 05,  31 , 0.499, 0.998, 0.561, 0.635, 0.413, 0.985, 0.503, 0.493, 0.876, 1.114, 0.650, 8.036, 0.876, 1.114, 0.650, 7.989
 06,  31 , 0.536, 1.004, 0.616, 0.647, 0.436, 0.989, 0.489, 0.539, 0.875, 1.057, 0.721, 2.689, 0.899, 1.051, 0.737, 2.661
 07,  31 , 0.565, 1.010, 0.654, 0.811, 0.436, 0.993, 0.501, 0.765, 0.934, 1.049, 0.810, 2.803, 0.881, 1.049, 0.772, 2.756
 08,  31 , 0.571, 1.014, 0.591, 0.933, 0.484, 0.996, 0.543, 0.855, 0.928, 1.052, 0.808, 2.811, 0.914, 1.058, 0.786, 2.889
 09,  31 , 0.585, 1.023, 0.563, 0.998, 0.508, 1.003, 0.528, 1.000, 0.933, 1.056, 0.791, 3.031, 0.921, 1.058, 0.799, 2.936
 10,  31 , 0.578, 1.018, 0.603, 1.036, 0.500, 1.005, 0.503, 0.900, 0.929, 1.047, 0.802, 3.084, 0.933, 1.052, 0.785, 3.197
 11,  31 , 0.582, 1.020, 0.588, 1.016, 0.535, 1.007, 0.535, 1.169, 0.938, 1.050, 0.787, 3.333, 0.934, 1.045, 0.798, 3.298
 12,  31 , 0.574, 1.020, 0.587, 1.286, 0.550, 1.019, 0.520, 1.083, 0.951, 1.054, 0.786, 3.564, 0.934, 1.059, 0.774, 3.510
 13,  31 , 0.579, 1.024, 0.559, 1.260, 0.582, 1.023, 0.555, 1.375, 0.958, 1.056, 0.774, 3.768, 0.954, 1.058, 0.797, 3.718
 14,  31 , 0.596, 1.025, 0.579, 1.449, 0.579, 1.025, 0.545, 1.140, 0.968, 1.052, 0.792, 4.001, 0.867, 1.024, 0.797, 3.840
 15,  31 , 0.606, 1.029, 0.564, 1.559, 0.573, 1.026, 0.545, 1.447, 0.978, 1.058, 0.793, 4.114, 0.946, 1.056, 0.768, 4.302
test32
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  32 , 0.663, 1.077, 0.508, 0.317, 0.629, 1.075, 0.488, 0.321, 0.770, 1.129, 0.549, 5.791, 0.770, 1.129, 0.549, 5.752
 02,  32 , 0.652, 1.055, 0.543, 0.354, 0.667, 1.065, 0.546, 0.453, 0.814, 1.131, 0.611, 6.097, 0.814, 1.131, 0.611, 6.114
 03,  32 , 0.720, 1.056, 0.584, 0.532, 0.628, 1.061, 0.563, 0.415, 0.804, 1.133, 0.606, 6.793, 0.804, 1.133, 0.606, 6.807
 04,  32 , 0.736, 1.055, 0.597, 0.568, 0.648, 1.061, 0.558, 0.606, 0.830, 1.133, 0.663, 7.479, 0.830, 1.133, 0.663, 7.443
 05,  32 , 0.690, 1.048, 0.595, 0.713, 0.653, 1.060, 0.590, 0.653, 0.846, 1.134, 0.672, 8.132, 0.846, 1.134, 0.672, 8.104
 06,  32 , 0.720, 1.052, 0.624, 0.803, 0.642, 1.053, 0.585, 0.677, 0.814, 1.060, 0.732, 2.821, 0.776, 1.046, 0.720, 2.820
 07,  32 , 0.723, 1.053, 0.615, 0.808, 0.622, 1.054, 0.558, 0.649, 0.839, 1.071, 0.752, 2.855, 0.822, 1.056, 0.786, 2.806
 08,  32 , 0.699, 1.047, 0.602, 0.841, 0.624, 1.056, 0.539, 0.792, 0.737, 1.051, 0.768, 2.958, 0.859, 1.069, 0.768, 3.027
 09,  32 , 0.688, 1.046, 0.573, 0.854, 0.607, 1.054, 0.564, 1.002, 0.799, 1.061, 0.756, 3.183, 0.843, 1.055, 0.791, 2.982
 10,  32 , 0.709, 1.051, 0.598, 1.077, 0.628, 1.058, 0.582, 1.077, 0.846, 1.061, 0.777, 3.270, 0.843, 1.062, 0.786, 3.136
 11,  32 , 0.707, 1.052, 0.574, 1.094, 0.625, 1.056, 0.561, 1.065, 0.868, 1.058, 0.763, 3.389, 0.814, 1.067, 0.783, 3.345
 12,  32 , 0.727, 1.057, 0.582, 1.071, 0.650, 1.056, 0.592, 1.251, 0.867, 1.067, 0.738, 3.652, 0.818, 1.071, 0.782, 3.566
 13,  32 , 0.734, 1.060, 0.611, 1.336, 0.637, 1.057, 0.583, 1.253, 0.840, 1.067, 0.737, 3.854, 0.769, 1.052, 0.752, 3.645
 14,  32 , 0.729, 1.061, 0.607, 1.459, 0.601, 1.053, 0.542, 1.147, 0.803, 1.046, 0.766, 4.014, 0.793, 1.064, 0.776, 4.032
 15,  32 , 0.702, 1.063, 0.574, 1.476, 0.592, 1.051, 0.546, 1.459, 0.842, 1.058, 0.759, 4.365, 0.764, 1.071, 0.759, 4.204
test33
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  33 , 0.717, 1.061, 0.518, 0.285, 0.697, 1.059, 0.522, 0.297, 0.916, 1.121, 0.724, 5.149, 0.916, 1.121, 0.724, 5.191
 02,  33 , 0.763, 1.059, 0.589, 0.487, 0.715, 1.049, 0.556, 0.344, 0.914, 1.120, 0.745, 5.203, 0.914, 1.120, 0.745, 5.207
 03,  33 , 0.809, 1.058, 0.682, 0.535, 0.743, 1.048, 0.638, 0.570, 0.917, 1.119, 0.746, 6.003, 0.917, 1.119, 0.746, 6.228
 04,  33 , 0.787, 1.058, 0.672, 0.525, 0.746, 1.047, 0.671, 0.571, 0.902, 1.118, 0.749, 6.361, 0.902, 1.118, 0.749, 6.345
 05,  33 , 0.840, 1.064, 0.714, 0.689, 0.774, 1.049, 0.666, 0.586, 0.906, 1.118, 0.749, 6.893, 0.906, 1.118, 0.749, 6.846
 06,  33 , 0.844, 1.061, 0.717, 0.720, 0.813, 1.063, 0.664, 0.734, 0.908, 1.064, 0.805, 2.028, 0.905, 1.054, 0.829, 2.494
 07,  33 , 0.816, 1.062, 0.697, 0.644, 0.812, 1.066, 0.705, 0.831, 0.902, 1.065, 0.812, 2.561, 0.913, 1.076, 0.817, 2.511
 08,  33 , 0.920, 1.070, 0.738, 0.891, 0.795, 1.065, 0.678, 0.914, 0.911, 1.063, 0.806, 2.683, 0.914, 1.053, 0.819, 2.685
 09,  33 , 0.950, 1.078, 0.748, 0.707, 0.837, 1.068, 0.714, 0.975, 0.916, 1.059, 0.805, 2.878, 0.916, 1.057, 0.823, 2.820
 10,  33 , 0.954, 1.075, 0.750, 0.812, 0.878, 1.067, 0.742, 1.011, 0.921, 1.061, 0.812, 2.933, 0.919, 1.052, 0.810, 2.915
 11,  33 , 0.996, 1.081, 0.766, 0.985, 0.879, 1.071, 0.717, 0.989, 0.935, 1.072, 0.800, 3.185, 0.903, 1.057, 0.797, 3.087
 12,  33 , 0.997, 1.077, 0.781, 1.039, 0.896, 1.072, 0.724, 0.990, 0.999, 1.064, 0.817, 3.307, 0.861, 1.016, 0.817, 3.298
 13,  33 , 0.997, 1.079, 0.765, 1.235, 0.899, 1.074, 0.716, 1.104, 0.949, 1.069, 0.783, 3.514, 0.923, 1.054, 0.793, 3.691
 14,  33 , 0.995, 1.079, 0.772, 1.211, 0.902, 1.074, 0.714, 1.238, 0.955, 1.058, 0.790, 3.743, 0.933, 1.058, 0.804, 3.761
 15,  33 , 0.995, 1.078, 0.772, 1.219, 0.909, 1.074, 0.724, 1.232, 0.960, 1.063, 0.784, 4.009, 0.930, 1.060, 0.810, 3.901
test34
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  34 , 0.458, 1.043, 0.442, 0.288, 0.453, 1.044, 0.435, 0.251, 0.594, 1.123, 0.409, 6.024, 0.594, 1.123, 0.409, 6.000
 02,  34 , 0.417, 1.025, 0.450, 0.344, 0.434, 1.027, 0.459, 0.418, 0.663, 1.125, 0.471, 6.588, 0.663, 1.125, 0.471, 6.537
 03,  34 , 0.420, 1.015, 0.482, 0.507, 0.424, 1.015, 0.513, 0.484, 0.784, 1.128, 0.587, 8.027, 0.784, 1.128, 0.587, 7.107
 04,  34 , 0.432, 1.012, 0.502, 0.599, 0.432, 1.016, 0.477, 0.512, 0.820, 1.130, 0.638, 7.572, 0.820, 1.130, 0.638, 7.622
 05,  34 , 0.465, 1.023, 0.523, 0.648, 0.421, 1.008, 0.545, 0.608, 0.842, 1.129, 0.667, 8.139, 0.842, 1.129, 0.667, 8.162
 06,  34 , 0.448, 1.017, 0.543, 0.755, 0.451, 1.019, 0.496, 0.675, 0.858, 1.071, 0.745, 2.699, 0.837, 1.063, 0.770, 2.757
 07,  34 , 0.542, 1.029, 0.565, 0.826, 0.504, 1.038, 0.497, 0.772, 0.866, 1.065, 0.787, 2.817, 0.823, 1.066, 0.762, 2.852
 08,  34 , 0.544, 1.033, 0.578, 0.905, 0.519, 1.042, 0.498, 0.811, 0.826, 1.062, 0.764, 2.956, 0.820, 1.058, 0.744, 2.945
 09,  34 , 0.554, 1.038, 0.540, 0.902, 0.541, 1.037, 0.534, 1.002, 0.843, 1.072, 0.769, 3.089, 0.823, 1.062, 0.763, 3.091
 10,  34 , 0.570, 1.040, 0.514, 1.009, 0.576, 1.044, 0.512, 1.008, 0.824, 1.058, 0.810, 3.176, 0.806, 1.068, 0.772, 3.254
 11,  34 , 0.573, 1.041, 0.524, 0.834, 0.635, 1.053, 0.545, 1.067, 0.824, 1.062, 0.791, 3.284, 0.847, 1.066, 0.753, 3.413
 12,  34 , 0.577, 1.038, 0.514, 1.189, 0.675, 1.063, 0.575, 1.242, 0.811, 1.061, 0.763, 3.528, 0.806, 1.063, 0.756, 3.633
 13,  34 , 0.563, 1.041, 0.507, 1.251, 0.686, 1.066, 0.587, 1.275, 0.781, 1.059, 0.748, 3.819, 0.837, 1.062, 0.760, 3.835
 14,  34 , 0.593, 1.045, 0.524, 1.466, 0.657, 1.067, 0.545, 1.349, 0.795, 1.065, 0.761, 4.076, 0.869, 1.073, 0.771, 4.016
 15,  34 , 0.603, 1.046, 0.537, 1.570, 0.663, 1.064, 0.542, 1.429, 0.788, 1.067, 0.750, 4.307, 0.844, 1.072, 0.762, 4.297
test35
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  35 , 0.546, 1.049, 0.453, 0.218, 0.519, 1.047, 0.450, 0.217, 0.603, 1.125, 0.420, 6.014, 0.603, 1.125, 0.420, 6.009
 02,  35 , 0.554, 1.033, 0.476, 0.428, 0.514, 1.031, 0.496, 0.426, 0.704, 1.123, 0.510, 6.510, 0.704, 1.123, 0.510, 6.466
 03,  35 , 0.536, 1.023, 0.499, 0.452, 0.498, 1.022, 0.538, 0.371, 0.822, 1.127, 0.596, 8.103, 0.822, 1.127, 0.596, 6.984
 04,  35 , 0.540, 1.021, 0.498, 0.465, 0.509, 1.017, 0.559, 0.581, 0.909, 1.130, 0.671, 7.489, 0.909, 1.130, 0.671, 7.386
 05,  35 , 0.533, 1.021, 0.500, 0.596, 0.504, 1.017, 0.510, 0.494, 0.935, 1.129, 0.693, 8.040, 0.935, 1.129, 0.693, 8.033
 06,  35 , 0.497, 1.017, 0.498, 0.603, 0.493, 1.016, 0.522, 0.586, 0.948, 1.074, 0.785, 2.645, 0.964, 1.067, 0.773, 2.642
 07,  35 , 0.470, 1.008, 0.517, 0.641, 0.493, 1.014, 0.507, 0.772, 0.974, 1.066, 0.796, 2.675, 0.978, 1.064, 0.803, 2.676
 08,  35 , 0.477, 1.009, 0.506, 0.757, 0.528, 1.020, 0.486, 0.938, 0.984, 1.074, 0.815, 2.888, 0.977, 1.059, 0.796, 2.788
 09,  35 , 0.485, 1.015, 0.492, 0.876, 0.520, 1.023, 0.483, 0.912, 0.987, 1.058, 0.820, 2.837, 0.978, 1.073, 0.792, 2.915
 10,  35 , 0.478, 1.016, 0.472, 0.863, 0.503, 1.022, 0.471, 0.909, 0.980, 1.062, 0.808, 3.066, 0.969, 1.065, 0.806, 2.979
 11,  35 , 0.491, 1.020, 0.471, 0.967, 0.499, 1.021, 0.477, 1.159, 0.942, 1.058, 0.783, 3.290, 0.976, 1.069, 0.803, 3.290
 12,  35 , 0.527, 1.025, 0.507, 1.249, 0.502, 1.023, 0.498, 1.173, 0.946, 1.067, 0.813, 3.514, 0.973, 1.067, 0.806, 3.432
 13,  35 , 0.515, 1.025, 0.468, 1.067, 0.486, 1.022, 0.483, 1.270, 0.937, 1.072, 0.814, 3.573, 0.964, 1.061, 0.797, 3.600
 14,  35 , 0.518, 1.025, 0.492, 1.132, 0.505, 1.024, 0.472, 1.251, 0.932, 1.065, 0.793, 3.802, 0.968, 1.068, 0.808, 3.823
 15,  35 , 0.547, 1.026, 0.499, 1.461, 0.539, 1.030, 0.477, 1.575, 0.935, 1.076, 0.790, 4.072, 0.959, 1.071, 0.805, 4.042
test36
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  36 , 0.731, 1.066, 0.611, 0.310, 0.696, 1.068, 0.579, 0.383, 0.915, 1.112, 0.749, 5.181, 0.915, 1.112, 0.749, 5.047
 02,  36 , 0.715, 1.056, 0.596, 0.507, 0.703, 1.057, 0.551, 0.451, 0.926, 1.112, 0.765, 5.177, 0.926, 1.112, 0.765, 5.112
 03,  36 , 0.768, 1.059, 0.625, 0.589, 0.668, 1.047, 0.552, 0.583, 0.929, 1.113, 0.765, 5.538, 0.929, 1.113, 0.765, 5.606
 04,  36 , 0.843, 1.063, 0.716, 0.628, 0.696, 1.055, 0.585, 0.643, 0.931, 1.114, 0.766, 5.975, 0.931, 1.114, 0.766, 6.030
 05,  36 , 0.842, 1.062, 0.682, 0.692, 0.731, 1.055, 0.615, 0.685, 0.933, 1.114, 0.766, 6.610, 0.933, 1.114, 0.766, 6.599
 06,  36 , 0.828, 1.061, 0.683, 0.712, 0.664, 1.051, 0.582, 0.693, 0.918, 1.064, 0.787, 2.523, 0.929, 1.066, 0.812, 2.481
 07,  36 , 0.854, 1.063, 0.711, 0.847, 0.723, 1.055, 0.581, 0.884, 0.920, 1.056, 0.825, 2.605, 0.930, 1.071, 0.812, 2.631
 08,  36 , 0.824, 1.060, 0.697, 0.708, 0.673, 1.055, 0.544, 0.733, 0.941, 1.068, 0.825, 2.653, 0.940, 1.064, 0.821, 2.645
 09,  36 , 0.820, 1.060, 0.694, 0.983, 0.683, 1.056, 0.557, 0.987, 0.942, 1.063, 0.814, 2.784, 0.939, 1.071, 0.805, 2.849
 10,  36 , 0.815, 1.055, 0.693, 0.827, 0.714, 1.059, 0.577, 1.069, 0.944, 1.062, 0.818, 2.972, 0.941, 1.062, 0.810, 2.978
 11,  36 , 0.868, 1.060, 0.690, 1.060, 0.753, 1.065, 0.618, 1.143, 0.946, 1.067, 0.833, 3.101, 0.946, 1.071, 0.818, 3.169
 12,  36 , 0.889, 1.062, 0.704, 1.056, 0.828, 1.064, 0.653, 1.231, 0.947, 1.057, 0.801, 3.361, 0.946, 1.058, 0.802, 3.349
 13,  36 , 0.894, 1.063, 0.702, 1.235, 0.808, 1.065, 0.635, 1.328, 0.949, 1.059, 0.812, 3.460, 0.947, 1.056, 0.813, 3.436
 14,  36 , 0.865, 1.062, 0.674, 1.347, 0.812, 1.064, 0.641, 1.445, 0.950, 1.055, 0.814, 3.710, 0.950, 1.063, 0.803, 3.798
 15,  36 , 0.873, 1.064, 0.692, 1.435, 0.788, 1.064, 0.621, 1.538, 0.951, 1.061, 0.796, 3.981, 0.951, 1.074, 0.796, 3.962
test37
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  37 , 0.607, 1.078, 0.507, 0.288, 0.595, 1.084, 0.539, 0.284, 0.688, 1.135, 0.590, 5.570, 0.688, 1.135, 0.590, 5.604
 02,  37 , 0.613, 1.066, 0.572, 0.386, 0.614, 1.072, 0.548, 0.389, 0.720, 1.137, 0.588, 6.105, 0.720, 1.137, 0.588, 6.040
 03,  37 , 0.640, 1.065, 0.561, 0.463, 0.626, 1.074, 0.560, 0.502, 0.741, 1.138, 0.599, 6.705, 0.741, 1.138, 0.599, 6.680
 04,  37 , 0.629, 1.064, 0.556, 0.571, 0.615, 1.067, 0.556, 0.506, 0.774, 1.136, 0.605, 7.433, 0.774, 1.136, 0.605, 7.424
 05,  37 , 0.607, 1.065, 0.536, 0.660, 0.581, 1.062, 0.537, 0.597, 0.789, 1.138, 0.616, 8.229, 0.789, 1.138, 0.616, 8.233
 06,  37 , 0.612, 1.064, 0.524, 0.711, 0.569, 1.058, 0.525, 0.614, 0.758, 1.068, 0.683, 2.713, 0.818, 1.076, 0.744, 2.735
 07,  37 , 0.580, 1.066, 0.552, 0.681, 0.562, 1.057, 0.523, 0.677, 0.731, 1.072, 0.711, 2.892, 0.733, 1.076, 0.749, 2.744
 08,  37 , 0.583, 1.066, 0.519, 0.667, 0.559, 1.059, 0.481, 0.726, 0.717, 1.066, 0.744, 2.919, 0.809, 1.074, 0.767, 2.950
 09,  37 , 0.535, 1.064, 0.492, 0.792, 0.526, 1.059, 0.471, 0.807, 0.708, 1.058, 0.792, 2.998, 0.825, 1.062, 0.817, 2.902
 10,  37 , 0.559, 1.060, 0.485, 0.772, 0.557, 1.060, 0.478, 0.983, 0.749, 1.056, 0.771, 3.137, 0.835, 1.074, 0.802, 2.995
 11,  37 , 0.540, 1.061, 0.470, 0.910, 0.567, 1.069, 0.494, 0.997, 0.788, 1.068, 0.764, 3.402, 0.818, 1.065, 0.798, 3.313
 12,  37 , 0.557, 1.063, 0.464, 1.265, 0.558, 1.069, 0.512, 1.070, 0.826, 1.078, 0.758, 3.665, 0.800, 1.068, 0.789, 3.420
 13,  37 , 0.555, 1.065, 0.449, 1.164, 0.551, 1.068, 0.475, 1.168, 0.835, 1.063, 0.769, 3.734, 0.803, 1.053, 0.797, 3.503
 14,  37 , 0.564, 1.067, 0.456, 1.173, 0.537, 1.070, 0.464, 1.040, 0.882, 1.065, 0.765, 3.946, 0.817, 1.066, 0.802, 3.912
 15,  37 , 0.560, 1.068, 0.453, 1.451, 0.551, 1.069, 0.478, 1.378, 0.913, 1.065, 0.794, 4.074, 0.821, 1.063, 0.790, 4.066
test38
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  38 , 0.670, 1.041, 0.511, 0.285, 0.635, 1.037, 0.480, 0.286, 0.890, 1.108, 0.627, 5.596, 0.890, 1.108, 0.627, 5.573
 02,  38 , 0.698, 1.032, 0.575, 0.456, 0.678, 1.025, 0.532, 0.489, 0.990, 1.112, 0.755, 5.603, 0.990, 1.112, 0.755, 5.566
 03,  38 , 0.693, 1.030, 0.579, 0.578, 0.710, 1.031, 0.607, 0.578, 0.921, 1.112, 0.738, 5.727, 0.921, 1.112, 0.738, 5.878
 04,  38 , 0.744, 1.028, 0.636, 0.593, 0.708, 1.033, 0.656, 0.645, 0.888, 1.110, 0.710, 6.780, 0.888, 1.110, 0.710, 6.762
 05,  38 , 0.714, 1.031, 0.640, 0.655, 0.667, 1.035, 0.646, 0.556, 0.837, 1.107, 0.725, 7.518, 0.837, 1.107, 0.725, 7.537
 06,  38 , 0.712, 1.027, 0.638, 0.770, 0.666, 1.036, 0.674, 0.768, 0.845, 1.037, 0.789, 2.645, 0.838, 1.047, 0.784, 2.676
 07,  38 , 0.693, 1.029, 0.632, 0.771, 0.678, 1.037, 0.647, 0.713, 0.850, 1.048, 0.801, 2.657, 0.838, 1.053, 0.775, 2.738
 08,  38 , 0.720, 1.031, 0.651, 0.870, 0.695, 1.035, 0.670, 0.795, 0.857, 1.053, 0.822, 2.726, 0.855, 1.047, 0.800, 2.829
 09,  38 , 0.715, 1.030, 0.667, 0.851, 0.686, 1.038, 0.622, 0.878, 0.860, 1.053, 0.814, 2.816, 0.859, 1.053, 0.800, 2.919
 10,  38 , 0.721, 1.033, 0.654, 0.989, 0.696, 1.035, 0.639, 1.071, 0.864, 1.055, 0.809, 3.007, 0.864, 1.049, 0.799, 3.112
 11,  38 , 0.723, 1.034, 0.643, 0.910, 0.703, 1.039, 0.615, 1.148, 0.867, 1.049, 0.806, 3.263, 0.860, 1.051, 0.805, 3.252
 12,  38 , 0.716, 1.034, 0.642, 1.160, 0.695, 1.040, 0.599, 1.246, 0.871, 1.050, 0.810, 3.454, 0.864, 1.053, 0.805, 3.357
 13,  38 , 0.690, 1.034, 0.627, 1.158, 0.704, 1.038, 0.608, 1.235, 0.828, 1.044, 0.786, 3.595, 0.855, 1.043, 0.794, 3.582
 14,  38 , 0.661, 1.033, 0.613, 1.285, 0.681, 1.038, 0.602, 1.251, 0.791, 1.038, 0.767, 3.874, 0.845, 1.034, 0.813, 3.748
 15,  38 , 0.676, 1.035, 0.613, 1.555, 0.683, 1.035, 0.608, 1.586, 0.793, 1.040, 0.799, 3.945, 0.857, 1.036, 0.800, 3.955
test39
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  39 , 0.393, 1.032, 0.400, 0.258, 0.388, 1.029, 0.386, 0.332, 0.421, 1.113, 0.336, 4.789, 0.421, 1.113, 0.336, 4.800
 02,  39 , 0.389, 1.011, 0.453, 0.318, 0.365, 1.010, 0.401, 0.462, 0.418, 1.113, 0.330, 5.465, 0.418, 1.113, 0.330, 5.469
 03,  39 , 0.368, 1.009, 0.427, 0.461, 0.358, 1.004, 0.434, 0.424, 0.420, 1.116, 0.331, 6.223, 0.420, 1.116, 0.331, 6.206
 04,  39 , 0.365, 0.999, 0.468, 0.457, 0.344, 0.993, 0.470, 0.561, 0.426, 1.117, 0.329, 8.498, 0.426, 1.117, 0.329, 8.478
 05,  39 , 0.334, 0.999, 0.490, 0.497, 0.313, 0.991, 0.460, 0.601, 0.408, 1.117, 0.321, 9.344, 0.408, 1.117, 0.321, 9.378
 06,  39 , 0.350, 0.996, 0.528, 0.645, 0.320, 0.986, 0.454, 0.538, 0.348, 0.997, 0.412, 2.192, 0.314, 0.986, 0.424, 3.085
 07,  39 , 0.356, 0.995, 0.487, 0.642, 0.307, 0.988, 0.461, 0.643, 0.366, 0.972, 0.484, 3.021, 0.303, 0.956, 0.468, 3.103
 08,  39 , 0.342, 0.992, 0.499, 0.791, 0.330, 0.987, 0.448, 0.639, 0.408, 0.961, 0.496, 3.158, 0.289, 0.938, 0.445, 3.143
 09,  39 , 0.335, 0.995, 0.493, 0.860, 0.325, 0.993, 0.394, 0.776, 0.426, 0.982, 0.589, 3.496, 0.257, 0.919, 0.435, 3.368
 10,  39 , 0.337, 0.998, 0.442, 0.905, 0.318, 0.990, 0.424, 0.760, 0.485, 0.999, 0.693, 3.518, 0.191, 0.918, 0.510, 3.404
 11,  39 , 0.326, 0.995, 0.425, 0.818, 0.310, 0.987, 0.425, 0.823, 0.488, 1.015, 0.730, 3.623, 0.191, 0.915, 0.422, 3.673
 12,  39 , 0.327, 0.999, 0.416, 0.897, 0.309, 0.990, 0.412, 1.068, 0.492, 1.019, 0.687, 3.930, 0.229, 0.933, 0.429, 3.877
 13,  39 , 0.342, 0.997, 0.411, 1.238, 0.306, 0.988, 0.409, 0.960, 0.534, 1.025, 0.700, 4.198, 0.238, 0.910, 0.408, 4.260
 14,  39 , 0.364, 0.997, 0.403, 1.365, 0.325, 0.989, 0.373, 1.220, 0.562, 1.024, 0.708, 4.377, 0.217, 0.911, 0.406, 4.513
 15,  39 , 0.350, 0.994, 0.409, 1.471, 0.305, 0.989, 0.373, 1.108, 0.570, 1.033, 0.688, 4.593, 0.202, 0.907, 0.365, 4.927
test40
,,IMGM-D,,,,IMGM-R,,,,CR-D,,,,CR-R,,,,
grh#, itr#, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time, acc,  score, consis, time
 01,  40 , 0.763, 1.065, 0.620, 0.353, 0.737, 1.065, 0.602, 0.284, 0.853, 1.117, 0.674, 5.557, 0.853, 1.117, 0.674, 5.571
 02,  40 , 0.770, 1.056, 0.650, 0.457, 0.733, 1.056, 0.623, 0.411, 0.851, 1.117, 0.684, 6.022, 0.851, 1.117, 0.684, 6.042
 03,  40 , 0.770, 1.055, 0.649, 0.493, 0.777, 1.058, 0.647, 0.454, 0.851, 1.117, 0.685, 6.615, 0.851, 1.117, 0.685, 6.566
 04,  40 , 0.751, 1.058, 0.617, 0.546, 0.717, 1.050, 0.600, 0.558, 0.855, 1.119, 0.682, 7.218, 0.855, 1.119, 0.682, 7.257
 05,  40 , 0.776, 1.061, 0.636, 0.707, 0.749, 1.055, 0.630, 0.587, 0.859, 1.118, 0.683, 8.007, 0.859, 1.118, 0.683, 8.014
 06,  40 , 0.731, 1.056, 0.638, 0.639, 0.734, 1.058, 0.612, 0.719, 0.843, 1.057, 0.738, 2.773, 0.834, 1.065, 0.746, 2.755
 07,  40 , 0.729, 1.055, 0.634, 0.730, 0.734, 1.059, 0.602, 0.832, 0.893, 1.059, 0.772, 2.822, 0.885, 1.065, 0.757, 2.797
 08,  40 , 0.762, 1.059, 0.636, 0.804, 0.731, 1.060, 0.580, 0.875, 0.888, 1.056, 0.773, 2.933, 0.918, 1.058, 0.797, 2.878
 09,  40 , 0.747, 1.060, 0.623, 0.919, 0.749, 1.059, 0.598, 0.919, 0.914, 1.067, 0.787, 3.042, 0.936, 1.064, 0.796, 2.990
 10,  40 , 0.750, 1.060, 0.621, 0.921, 0.772, 1.064, 0.605, 0.907, 0.883, 1.061, 0.766, 3.197, 0.932, 1.057, 0.800, 3.078
 11,  40 , 0.759, 1.061, 0.624, 1.001, 0.778, 1.062, 0.631, 1.071, 0.883, 1.062, 0.775, 3.452, 0.896, 1.055, 0.779, 3.408
