testType,bGraphMatch,unaryFeat,edgeFeat,inCntType,database,category,testCnt,iter#,total node#,outlier#,complete,density,deform,graph#,alg#,scale,edgeWeight,initConstWeight,consStep,constWeightMax,iterImmune
formal,0,0,1,all,synthetic,complete,1,6,10,0,0.10,1.00,0.05,40,11,0.05,1.00,0.20,1.10,1.00,2

